statement_no,debate,night,speaker,speaker_type,timestamp,statement
15,2,1,Delaney,candidate,03:42,That’s what happened with Dukakis. Or we can nominate someone with new ideas to create universal healthcare for every American with choice. Someone who wants to unify our country and grow the economy and create jobs everywhere and then we win the White House. I’m the product of the American Dream.
16,2,1,Delaney,candidate,04:01,"I believe in it. I’m the grandson of immigrants, the son of a construction worker. My wife April, and I have four amazing daughters. I was the youngest CEO in the history of the New York Stock Exchange, created thousands of jobs and then served in Congress."
17,2,1,Delaney,candidate,04:15,"That’s the type of background and my platform is about real solutions, not impossible promises that can beat Trump and govern. Thank you."
18,2,1,Bash,proctor,04:24,Congressman Tim Ryan.
19,2,1,Ryan,candidate,04:26,"America is great, but not everyone can access America’s greatness. The systems that were built to lift us up are now suffocating the American people. The economic system that used to create 30, 40, $50 an hour jobs that you can have a good solid middle-class living, now force us to have two or three jobs just to get by."
20,2,1,Ryan,candidate,04:53,"Most families when they go to sit at the kitchen table to do their bills, they get a pit in the middle of their stomach. We deserve better. And the political system is broken too because the entire conversation is about left or right. Where are you at on the political system and I’m here to say this isn’t about left or right."
21,2,1,Ryan,candidate,05:14,"This is about new and better. And it’s not about reforming old systems. It’s about building new systems and tonight I will offer solutions that are bold, that are realistic and that are a clean break from the past."
22,2,1,Bash,proctor,05:32,Governor John Hickenlooper.
23,2,1,Hickenlooper,candidate,05:35,"Last year, Democrats flipped 40 Republican seats in the house and not one of those 40 Democrats supported the policies of our front runners at center stage. Now I share their progressive values, but I’m a little more pragmatic. I was out of work for two whole years until I started what became the largest brew club in America."
24,2,1,Hickenlooper,candidate,05:58,"And I learned the small business lessons of how to provide service and teamwork and became a top mayor. And as governor of Colorado created the number one economy in the country, we also expanded healthcare, reproductive rights. We attacked climate change head on, we beat the NRA. We did not build massive government expansions."
25,2,1,Hickenlooper,candidate,06:19,"Now, some will promise that we’ll tonight or a plan for tonight. Where we focused on was making sure that we got people together to get things done, to provide solutions to problems, to make sure that we worked together and created jobs. That’s how we’re going to beat Donald Trump. That’s how we’re going to win Michigan and the country."
26,2,1,Bash,proctor,06:41,Senator Amy Klobuchar.
27,2,1,Klobuchar,candidate,06:43,"Let’s get real. Tonight we debate, but ultimately we have to beat Donald Trump. My background, it’s a little different than his. I stand before you today as a granddaughter of an iron ore miner, as a daughter of a union teacher and a newspaper man."
28,2,1,Klobuchar,candidate,06:59,"As the first woman elected to the US Senate from the state of Minnesota and a candidate for president of the United States. That’s because we come from a country of shared dreams and I have had it with the racist attacks. I have had it with a president that says one thing on TV, that has your back and then you get home and you see those charges for prescription drugs and cable and college."
29,2,1,Klobuchar,candidate,07:22,"You’re going to hear a lot of promises up here, but I’m going to tell you this. Yes, I have bold ideas, but they are grounded in reality and yes, I will make some simple promises. I can win this. I’m from the Midwest and I have won every race, every place, every time, and I will govern with integrity, the integrity worthy of the extraordinary people of this nation."
30,2,1,Bash,proctor,07:46,"Congressman Beto O’Rourke,"
31,2,1,O'Rourke,candidate,07:50,"I’m running for president because I believe that America discovers its greatness at its moments of greatest need. This moment will define us forever and I believe that in this test, America will be redeemed. In the face of cruelty and fear from a lawless president, we will choose to be the nation that stands up for the human rights of everyone, for the rule of law for everyone."
32,2,1,O'Rourke,candidate,08:16,"And a democracy that serves everyone. Whatever our differences, we know that before we are anything else, we are Americans first. And we will ensure that each one of us is well enough and educated enough and paid enough to realize our full potential. We will meet these challenges here at home and we will lead the world in those that we face abroad."
33,2,1,O'Rourke,candidate,08:40,"Successfully confronting endless war and climate change. At this moment of truth, let us pursue our national promise and make a more perfect union of everyone, by everyone and for everyone."
34,2,1,Bash,proctor,08:56,Mayor Pete Buttigieg.
35,2,1,Buttigieg,candidate,08:58,I’m running for president because our country is running out of time. It is even bigger than the emergency of the Trump presidency. Ask yourself how somebody like Donald Trump ever gets within cheating distance as the Oval Office in the first place. It doesn’t happen unless America is already in a crisis.
36,2,1,Buttigieg,candidate,09:17,"An economy that’s not working for everyone, endless war, climate change. We have lived this. In my industrial Midwestern hometown, my generation has lived this as long as we have been alive. And it’s only accelerated. Science tells us we have 12 years before we reach the horizon of catastrophe when it comes to our climate."
37,2,1,Buttigieg,candidate,09:37,"By 2030 the average house in this country will cost half a million bucks and a woman’s right to choose may not even exist. We’re not going to be able to meet this moment by recycling the same arguments, policies, and politicians that have dominated Washington for as long as I have been alive."
38,2,1,Buttigieg,candidate,09:56,We’ve got to summon the courage to walk away from the past and do something different. This is our shot. That is why I’m running for president.
39,2,1,Bash,proctor,10:05,Senator Elizabeth Warren.
40,2,1,Warren,candidate,10:07,"Donald Trump disgraces the office of president every single day. And anyone on this stage tonight or tomorrow night would be a far better president. I promise no matter who our candidate is, I will work my heart out to beat Donald Trump and to elect a democratic Congress, but all problems didn’t start with Donald Trump."
41,2,1,Warren,candidate,10:31,"Donald Trump is part of a corrupt, rigged system that has helped the wealthy and the well connected and kicked dirt in the faces of everyone else. We’re not going to solve the urgent problems that we face with small ideas and spinelessness. We’re going to solve them by being the Democratic Party of big structural change."
42,2,1,Warren,candidate,10:56,"We need to be the party that fights for our democracy and our economy to work for everyone. I know what’s broken in this country. I know how to fix it, and I will fight to make it happen."
43,2,1,Bash,proctor,11:12,Senator Bernie Sanders.
44,2,1,Sanders,candidate,11:14,"Tonight, in America as we speak, 87 million Americans are uninsured or under-insured, but the healthcare industry made a $100 billion in profits last year. Tonight, as we speak right now, 500,000 Americans are sleeping out on the street, and yet companies like Amazon that made billions in profits, did not pay one nickel in federal income tax."
45,2,1,Sanders,candidate,11:44,"Tonight, half of the American people are living paycheck to paycheck, and yet 49% of all new income goes to the top 1%. Tonight, the fossil fuel industry continues to receive 100s of billions of dollars in subsidies and tax breaks while they destroy this planet."
46,2,1,Sanders,candidate,12:09,"We have got to take on Trump’s racism, his sexism, xenophobia, and come together in an unprecedented grassroots movement to not only defeat Trump, but to transform our economy and our government."
47,2,1,Tapper,proctor,12:26,"Thank you, Senator Sanders. Let’s start the debate with the number one issue for Democratic voters, healthcare. And Senator Sanders, let’s start with you. You support Medicare for All, which would eventually take private health insurance away for more than 150 million Americans in exchange for government sponsored healthcare for everyone."
48,2,1,Tapper,proctor,12:45,Congressman Delaney just referred to it as bad policy and previously he has called the idea political suicide that will just get president Trump reelected. What do you say to Congressman Delaney?
49,2,1,Sanders,candidate,12:57,"You’re wrong. Right now we have a dysfunctional healthcare system, 87 million uninsured or under-insured, 500,000 Americans every year going bankrupt because of medical bills. 30,000 people dying while the healthcare industry makes tens of billions of dollars in profit."
50,2,1,Sanders,candidate,13:25,"Five minutes away from here John is a country. It’s called Canada. They guarantee health care to every man, woman, and child as a human right. They spend half of what we spent. And by the way, when you end up in a hospital in Canada, you come out with no bill at all. Healthcare is a human right, not a privilege."
51,2,1,Sanders,candidate,13:47,"I believe that, I will fight for that."
52,2,1,Tapper,proctor,13:49,Thank you Senator Sanders. Congressman Delaney.
53,2,1,Delaney,candidate,13:52,"Well, I’m right about this. We can create a universal healthcare system to give everyone basic healthcare for free and I have a proposal to do it. But we don’t have to go around and be the party of subtraction and telling half the country who has private health insurance that their health insurance is illegal."
54,2,1,Delaney,candidate,14:07,"My Dad, the union electrician, loved the healthcare he got from the IBEW. He would never want someone to take that away. Half of Medicare beneficiaries now have Medicare advantage, which is private insurance or supplemental plans. It’s also bad policy. It’ll underfund the industry."
55,2,1,Tapper,proctor,14:24,Thank you Congressman.
56,2,1,Delaney,candidate,14:24,Many hospitals will close and it’s bad policy.
57,2,1,Tapper,proctor,14:26,"Senator Sanders, I want to-"
58,2,1,Warren,candidate,14:29,My name was also mentioned in this-
59,2,1,Tapper,proctor,14:29,"We’re going to come to you in one second, but let me go to Senator Sanders right now. Senator Sanders."
60,2,1,Sanders,candidate,14:33,"The fact of the matter is tens of millions of people lose their health insurance every single year when they change jobs, when their employer changes that insurance. If you want stability in the health care system, if you want a system which gives you freedom of choice with regard to doctor or hospital."
61,2,1,Sanders,candidate,14:53,"Which is a system which will not bankrupt you, the answer is to get rid of the profiteering of the drug companies-"
62,2,1,Tapper,proctor,15:01,[crosstalk 00:15:00].
63,2,1,Sanders,candidate,15:01,And the insurance companies-
64,2,1,Tapper,proctor,15:02,Thank you sir.
65,2,1,Sanders,candidate,15:03,… [crosstalk 00:15:02]-
66,2,1,Warren,candidate,15:03,[crosstalk 00:15:03].
67,2,1,Delaney,candidate,15:04,"But now he’s talking about a different issue. What I’m talking about is really simple. We should deal with the tragedy of the uninsured and give everyone healthcare as a right, but why do we got to be the party of taking something away from?"
68,2,1,Warren,candidate,15:14,No. No one is the party-
69,2,1,Tapper,proctor,15:15,[crosstalk 00:15:15].
70,2,1,Delaney,candidate,15:15,That’s what they’re running on. They’re running on telling half the country that your health insurance is illegal. It says it right in the bill. We don’t have to do that. We can give everyone healthcare and allow people to have choice. That’s the American way.
71,2,1,Tapper,proctor,15:30,"Thank you, Congressman. Senator Warren."
72,2,1,Warren,candidate,15:31,"So look, let’s be clear about this. We are the Democrats. We are not about trying to take away healthcare from anyone. That’s what the Republicans are trying to do and we should stop using Republican talking points in order to talk with each other about how to best provide that health care."
73,2,1,Warren,candidate,15:51,"Now, I want to have a chance to tell the story about my friend Eddie Barkat. Eddie is 35 years old. He has a wife, Rachel. He has a cute little boy named Carl. He also has ALS and it’s killing him. And he has health insurance, good health insurance-"
74,2,1,Tapper,proctor,16:08,Senator.
75,2,1,Warren,candidate,16:08,And it’s not nearly enough. [crosstalk 00:16:11] important-
76,2,1,Tapper,proctor,16:11,"Senator. I’m staying with you. I’m staying with you, but you’ve exceeded your time and so let me just stay with you on Medicare for All."
77,2,1,Warren,candidate,16:18,All right.
78,2,1,Tapper,proctor,16:19,"At the last debate you said, your quote with Bernie on Medicare for All. Now Senator Sanders has said that people in the middle class will pay more in taxes to help pay for Medicare for All though that will be offset by the elimination of insurance premiums and other costs."
79,2,1,Tapper,proctor,16:34,Are you also quote with Bernie on Medicare for All when it comes to raising taxes on middle class Americans to pay for it?
80,2,1,Warren,candidate,16:41,"So giant corporations and billionaires are going to pay more. Middle class families are going to pay less out of pocket for their health care. And I’d like to finish talking about Eddie, the guy who has ALS. This isn’t funny. This is somebody who has health insurance and is dying. And every month he has about $9,000 in medical bills that his insurance company won’t cover."
81,2,1,Warren,candidate,17:08,"His wife, Rachel is on the phone for hours and hours and hours begging the insurance company, “Please cover what the doctors say he needs.” He talks about what it’s like to go online with thousands of other people to beg friends, family and strangers for money so he can cover his medical expenses."
82,2,1,Warren,candidate,17:28,The basic model of an insurance company has taken as much money as you can in premiums and pay out as little as possible in health care coverage. That is not working-
83,2,1,Tapper,proctor,17:41,Thank you.
84,2,1,Warren,candidate,17:41,… for American across this country-
85,2,1,Tapper,proctor,17:43,Thank you Senator.
86,2,1,Warren,candidate,17:44,Medicare for All will fix that and that’s why I will fight for it.
87,2,1,Tapper,proctor,17:46,"Thank you Senator. Just a point of clarification, in 15 extra seconds, would you raise taxes on the middle class to pay for Medicare for All? Offset obviously by the elimination of insurance premiums, yes or no?"
88,2,1,Warren,candidate,17:57,"Costs will go up for billionaires and go up for corporations. For middle class families, cost-"
89,2,1,Warren,candidate,18:03,"And go up for corporations. For middle class families, total costs will go down."
90,2,1,Tapper,proctor,18:06,"Governor Bullock, I want to bring you in. You do not support Medicare for All. How do you respond to Senator Warren?"
91,2,1,Bullock,candidate,18:12,"No. Healthcare is so personal to all of us. Never forget when my 12-year old son had a heart attack within 24 hours of his life, had to be life-flighted to Salt Lake City, but because we had good insurance, he’s here with me tonight. At the end of the day, I’m not going to support any plan that rips away quality healthcare from individuals. This is an example of wishlist economics. It used to be just Republicans wanted to repeal and replace. Now, many Democrats do as well. We can get there with a public option, negotiating drug prices, ending-"
92,2,1,Tapper,proctor,18:46,"Thank you, Governor Bullock. I want to bring in Mayor Buttigieg on the topic of whether or not the middle-class should pay higher taxes in exchange for guaranteed healthcare and the elimination of insurance premiums. How do you respond, Mayor?"
93,2,1,Buttigieg,candidate,18:56,"So, we don’t have to stand up here speculating about whether the public option or a Medicare for All environment will be better than the corporate options. We can put it to the test. That’s the concept of my Medicare for All who want to proposal. That way, if people like me are right that the public alternative is going to be not only more comprehensive but more affordable than any of the corporate options around there, we’ll see Americans walk away from the corporate options into that Medicare option and it will become Medicare for All without us having to kick anybody off. [crosstalk 00:19:28]"
94,2,1,Tapper,proctor,19:28,"15 seconds on the clarification. You are willing to raise taxes on middle-class Americans in order to have universal coverage with the disappearance of insurance premiums, yes or no?"
95,2,1,Buttigieg,candidate,19:39,I think you can buy into it. That’s the idea of Medicare for All who want it.
96,2,1,Buttigieg,candidate,19:43,"Look, this is a distinction without a difference whether you’re paying the same money in the form of taxes or premiums. Look. In this country, if you have health coverage… If you don’t have health coverage, you’re paying too much for care. And if you do have health coverage, you’re paying too much for the care. [crosstalk 00:19:56]"
97,2,1,Tapper,proctor,19:55,"Thank you, Mayor Buttigieg. I want to bring in Congressman O’Rourke on the topic of whether the middle-class should pay higher taxes in exchange for universal coverage and the elimination of insurance premiums. What’s your response?"
98,2,1,O'Rourke,candidate,20:04,"The answer is no. The middle-class will not pay more in taxes in order to ensure that every American is guaranteed world-class healthcare. I think we’re being offered a false choice. Some who want to improve the Affordable Care Act at the margins. Others who want a Medicare for All program that will force people off of private insurance. I have a better path, Medicare for America. Everyone who is uninsured is enrolled in Medicare tomorrow. Those who are insufficiently insured are enrolled in Medicare, and those who have employer-sponsored insurance- [crosstalk 00:20:38]"
99,2,1,O'Rourke,candidate,20:38,"Jake, this is important."
100,2,1,Tapper,proctor,20:38,Who’s offering a false choice here?
101,2,1,O'Rourke,candidate,20:40,"You have some, Governor Bullock, who said that we will improve the Affordable Care Act at the margins with a public option. You have others to my right who are talking about taking away people’s choice for the private insurance they have or members of unions. I was listening to D. Taylor in Nevada. His members want to healthcare that they fought for. [crosstalk 00:20:57]"
102,2,1,Tapper,proctor,20:57,"Thank you, Congressman. Governor Bullock, he just said you’re offering false choice, sir."
103,2,1,Bullock,candidate,21:01,"Congressman, not at all. It took us decades and false starts to get the Affordable Care Act. So, let’s actually build on a public option allowing anyone to buy in. We pay more for prescription drugs than any place actually in the world. We’ve got nothing to show for it. Negotiate prescription drug prices, end surprise medical billing. That’s the way that we can get there without disrupting the lives of 160-million people that like their employer-sponsored health insurance."
104,2,1,Tapper,proctor,21:33,"Congressman O’Rourke, you can respond."
105,2,1,O'Rourke,candidate,21:34,"Every estimate that I’ve seen of expanding ACA even through a public option still leaves millions of people uninsured and also means that people are not guaranteed the health care that they need. As the examples that Senator Warren showed us, our plan ensures that everyone is enrolled in Medicare or can keep their employer-sponsored insurance."
106,2,1,O'Rourke,candidate,21:55,"When we listen to the American people and this is what they want us to do, they want everyone covered, but they want to be able to maintain choice and our plan does that."
107,2,1,Tapper,proctor,22:03,"Thank you, Congressman. I wanna bring in Senator Klobuchar. Senator Warren, at the beginning of the night, said that Democrats cannot win the White House with small ideas and spinelessness. In the last debate, she said the politicians who are not supporting Medicare for All simply lack the will to fight for it. You do not support Medicare for All. Is Senator Warren correct. Do you just not lack the will to fight for it?"
108,2,1,Klobuchar,candidate,22:25,"That is incorrect. I just have a better way to do this. And in one of my first debates, Jake, I was called a street fighter from the iron range by my opponent. And when she said it, I said, “Thank you.” So, this is what I think we need to get done. We need the public option. That’s what Barack Obama wanted, and it would bring healthcare costs down for everyone. And by the way, I just don’t buy this. I’ve heard some of these candidates say that it’s somehow not moral to not have that public option. Well, Senator Sanders was actually on a public option bill last year and that was, Bernie, the Medicaid public option bill that Senator Schatz introduced. Clearly, this is the easiest way to move forward quickly, and I want to get things done. People can’t wait. I’ve got my friend, Nicole, out there whose son was actually died trying to ration his insulin as a restaurant manager and he died because he didn’t have the enough money to pay for it. And Bernie and I have worked on pharmaceutical [inaudible 00:23:23] together, and we can get that expensive- [crosstalk 00:23:25]"
109,2,1,Tapper,proctor,23:24,"Thank you, Senator. Senator Sanders… I’m going to go to Senator Sanders and then Senator Warren as you both have mentioned. Senator Sanders."
110,2,1,Sanders,candidate,23:29,"As the author of the Medicare bill, let me clear up one thing. If People talk about how the insurance, there are millions of people have insurance, they can’t go to the doctor. And when they come out of the hospital, they go bankrupt. All right? What I am talking about and others up here are talking about is no deductibles and no co-payments. And Jake, your question is a Republican talking point. At the end of the day… And by the way, the healthcare industry will be advertising tonight on this program."
111,2,1,Tapper,proctor,24:05,"Thank you, Senator. Senator Warren, it’s your turn."
112,2,1,Sanders,candidate,24:07,"Oh. Could I complete that, please?"
113,2,1,Tapper,proctor,24:09,"Your time was up, 30 sends."
114,2,1,Sanders,candidate,24:10,They will be advertising tonight with that talking point.
115,2,1,Tapper,proctor,24:13,Senator Warren.
116,2,1,Warren,candidate,24:15,"So, we have to think of this in terms of the big frame. What’s the problem in Washington? It works great for the wealthy. It works great for those who can hire armies of lobbyists and lawyers, and it keeps working great for the insurance companies and the drug companies. What it’s going to take is real courage to fight back against them. These insurance companies do not have a god given right to make $23 billion in profits and suck it out of our healthcare system. They do not have a god given right to put forms in place so that people cannot… They want to deny coverage. [crosstalk 00:24:50]"
117,2,1,Tapper,proctor,24:50,"Thank you, Senator. if we could all just stick to the rules of the time, that would be great. Congressman, Delaney."
118,2,1,Delaney,candidate,24:54,"I’m the only one on the stage who actually has experience in the healthcare business. And with all due respect, I don’t think my colleagues understand the business. We have the public option, which is great. [crosstalk 00:25:02]"
119,2,1,Sanders,candidate,25:02,It’s not a business.
120,2,1,Delaney,candidate,25:03,"The public option is great, but it doesn’t go far enough. It doesn’t go far enough. I’m proposing universal healthcare where everyone gets healthcare as a basic human right for free, but they have choices. My plan, better care is fully paid for without raising middle-class tax options. So, when we think about this debate, there’s Medicare for All, which is extreme. [crosstalk 00:25:24]"
121,2,1,Tapper,proctor,25:24,"Thank you, Congressman. Thank you, Congressman."
122,2,1,Delaney,candidate,25:24,I was interrupted. One more thing.
123,2,1,Tapper,proctor,25:26,"I want to bring in Governor Hickenlooper. Governor Hickenlooper, I’d like to hear what you have to say about Senator Warren’s suggestion that those people on the stage who are not in favor of Medicare for All lack the political will to fight for it."
124,2,1,Hickenlooper,candidate,25:38,"Well, obviously I disagree with that, as much as I respect both of the senators to my right. I think it comes down to that question of Americans being used to being able to make choices, to have the right to make a decision. And I think proposing a public option that allows some form of Medicare that maybe is a combination of Medicare Advantage and Medicare, that people choose it. And if enough people choose it, it expands, the quality improves, the cost comes down, more people choose it. Eventually, in 15 years, you could get there, but it would be an evolution, not a revolution."
125,2,1,Tapper,proctor,26:10,"Thank you, Governor. Senator Warren?"
126,2,1,Warren,candidate,26:12,"We have tried this experiment with the insurance companies, and what they’ve done is they’ve sucked billions of dollars out of our healthcare system and they force people to have to fight to try to get the healthcare coverage that their doctors and nurses say that they need. Why does everybody… Why does every doctor… Why does every hospital have to fill out so many complicated forms? It’s because it gives insurance companies a chance to say no and to push that cost back on the patients. That’s what we have to fight."
127,2,1,Tapper,proctor,26:44,"Thank you, Senator. I want to bring in Marianne Williamson. Ms. Williamson, how do you respond to the criticism from Senator Warren that you’re not willing to fight for Medicare for All?"
128,2,1,Williamson,candidate,26:52,"I don’t know if Senator Warren said that about me, specifically. I admire very much what Senator Warren has said and what Bernie has said, but I have to say I have… I’m normally way over there with Bernie and Elizabeth on this one. I hear the others and I have some concern about that as well, and I do have concern about what the Republicans would say and that’s not just a Republican talking point. I do have concern that it will be difficult. I have concerns that it will make it harder to win and I have a concern that it will make it harder to govern because if that’s our big fight, then the Republicans will so shut us down on everything else. [crosstalk 00:27:26]"
129,2,1,Tapper,proctor,27:26,"Thank you, Ms. Williamson. I want to bring in Mayor Buttigieg. Mayor Buttigieg, your response?"
130,2,1,Buttigieg,candidate,27:28,"It is time to stop worrying about what the Republicans will say. Look, if it’s true that if we embrace a far left agenda, they’re going to say we’re a bunch of crazy socialists. If we embrace a conservative agenda, you know what they’re going to do? They’re going to say we’re a bunch of crazy socialists. So, let’s just stand up for the right policy, go out there and defend it. That’s the policy I’m putting forward, not because I think it’s the right triangulation between Republicans here and Democrats there, because I think it’s the right answer for people like my mother-in-law who is here whose life was saved by the ACA, but who was still far too vulnerable to the fact that the insurance industry does not care about her health. [crosstalk 00:28:04]"
131,2,1,Tapper,proctor,28:03,"Thank you, Mayor Buttigieg."
132,2,1,Tapper,proctor,28:04,"Senator Sanders, your response?"
133,2,1,Sanders,candidate,28:05,"let’s be clear what this debate is about. Nobody can defend the dysfunctionality of the current system. What we are taking on is the fact that over the last 20 years, the drug companies and the insurance companies have spent four and a half billion dollars of your health insurance money on lobbying and campaign contributions. That is why when I went to Canada the other day, people paid 1/10 the price in Canada for insulin that they’re paying in the United States."
134,2,1,Tapper,proctor,28:38,"Thank you, Senator. I want to bring in Congressman Tim Ryan."
135,2,1,Tapper,proctor,28:39,"Congressman Ryan, your response?"
136,2,1,Ryan,candidate,28:41,"So, here we are in Detroit, home of the united auto workers. We have all our union friends here tonight. This plan that’s being offered by Senator Warren and Senator Sanders will tell those union members who gave away wages in order to get good healthcare that they’re going to lose their healthcare because Washington’s going to come in and tell them they got a better plan. This is the left and right thing."
137,2,1,Ryan,candidate,29:02,"New and better is this. Move medicare down to 50. Allow people to buy in. Kaiser Permanente said that if those 60-million people do that, they will see a 40% reduction in their healthcare cost. Let businesses buy in, Jake… [crosstalk 00:29:19]"
138,2,1,Tapper,proctor,29:18,"Thank you, Congressman. So, Senator, let’s talk about that. If Medicare for All is enacted, there are more than 600,000 union members here in Michigan who would be forced to give up their private healthcare plans. Now, I understand that it would provide universal coverage, but can you guarantee those union members that the benefits under Medicare for All will be as good as the benefits that their representatives, their union reps fought hard to negotiate?"
139,2,1,Sanders,candidate,29:42,"Well, two things. They will be better because Medicare for All is comprehensive. It covers all healthcare needs. For senior citizens, it will finally include dental care, hearing aids and eyeglasses. [crosstalk 00:11:53]"
140,2,1,Ryan,candidate,29:54,But you don’t know that.
141,2,1,Sanders,candidate,29:55,Second of all…
142,2,1,Ryan,candidate,29:56,"You don’t know that, Bernie. [crosstalk 00:29:56]"
143,2,1,Tapper,proctor,29:56,"We’ll come to you in a second, Congressman."
144,2,1,Sanders,candidate,29:57,"I do know it. I wrote the damn bill. And second of all, many of our union brothers and sisters, nobody more pro-union than me up here, are now paying high deductibles and co-payments. And when we do Medicare for All, instead of having the company putting money into healthcare, they can get decent wage increases, which they’re not getting today. [crosstalk 00:30:21]"
145,2,1,Tapper,proctor,30:21,I want to bring in Congressman Ryan to respond to what Senator Sanders has said.
146,2,1,Ryan,candidate,30:24,"I mean, Senator Sanders does not know all of the union contracts in the United States. I’m trying to explain that these union members are losing their jobs. Their wages have been stagnating. The world is crumbling around them. The only thing they have is possibly really good healthcare, and the democratic message is going to be, “We’re going to go in and the only thing you have left, we’re going to take it and we’re going to do better.” I do not think that’s a recipe for success for us. It’s bad policy and it’s certainly bad politics."
147,2,1,Tapper,proctor,30:53,Congressman Delaney?
148,2,1,Delaney,candidate,30:55,"So, the bill that Senator Sanders drafted by definition will lower quality in healthcare because it says specifically that the rates will be the same as current Medicare rates, and the data is clear. Medicare does not cover the cost of healthcare. It covers 80% of the cost of healthcare in this country, and private insurance covers 120%. So, if you start underpaying all the healthcare providers, you’re going to create a two-tier market where wealthy people buy their healthcare with cash and the people who are forced, like my dad, the union electrician, will have that healthcare plan taken away from him. They will be forced into and underfunded- [crosstalk 00:31:32]"
149,2,1,Tapper,proctor,31:32,"Thank you, Congressman. I want to give Senator Sanders a chance to respond."
150,2,1,Sanders,candidate,31:33,"All right. On the Medicare for All, the hospitals will save substantial sums of money because they’re not going to be spending a fortune doing billing and the other bureaucratic things that they have to do today. [crosstalk 00:31:46]"
151,2,1,Delaney,candidate,31:45,I’ve done the math. It doesn’t add up.
152,2,1,Sanders,candidate,31:46,"Second of all, maybe you did that and made money off of healthcare, but our job is for a nonprofit healthcare system. Furthermore, when we say $500-billion a year by ending all of the incredible complexities that are driving every American crazy, trying to deal with the health insurance companies, hospitals will be better off than they are today. [crosstalk 00:32:09]"
153,2,1,Tapper,proctor,32:08,"Thank you, Senator. Congressman Delaney, I want to let you have a chance to respond."
154,2,1,Delaney,candidate,32:11,"Listen. His math is wrong. That’s all I’m saying, that his math is wrong. It’s been well-documented that if all the bills were paid at Medicare rate, which is specifically… I think it’s in section 1200 of their bill, then many hospitals in this country would close. I’ve been going around rural America and I ask rural hospital administrators one question. ” If all your bills were paid at the Medicare rate last year, what would happen?” And they all look at me and say, “We would close.” But the question is, why do we have to be so extreme? Why can’t we just give everyone healthcare as a right and allow them to have choice? I’m starting to think this is not about healthcare. This is an anti-private sector strategy. [crosstalk 00:32:47]"
155,2,1,Bash,proctor,32:49,"Thank you, Congressman. Thank you, Congressman. We’re going to move on. We’re going to move on to the issue of immigration now. There is widespread agreement on this stage on the need for immigration reform, a pathway to citizenship for undocumented immigrants, including dreamers, but there are some areas of disagreement."
156,2,1,Bash,proctor,33:05,"Mayor Buttigieg, you’re in favor of getting rid of the law that makes it a crime to come across the US border illegally. Why won’t that just encourage more illegal immigration?"
