statement_no,debate,night,speaker,speaker_type,timestamp,statement
12,10,1,,other,03:40,"Look, the way I see this is that Bernie is winning right now because the Democratic Party is a progressive party and progressive ideas are popular ideas. Even if there are a lot of people on this stage who don’t want to say so. But Bernie and I agree on a lot of things, but I think I would make a better president than Bernie. And the reason for that is that getting a progressive agenda enacted is going to be really hard and it’s going to take someone who digs into the details to make it happen. Bernie and I both wanted to help reign in Wall Street. In 2008, we both got our chance, but I dug in, I fought the big banks, I built the coalitions and I won. Bernie and I both want to see universal healthcare, but Bernie’s plan doesn’t explain how to get there, doesn’t show how we’re going to get enough allies into it and doesn’t show enough about how we’re going to pay for it."
13,10,1,,other,04:40,"I dug in, I did the work and then Bernie’s team trashed me for it. We need a president who is going to dig in, do the hard work and actually get it done. Progressive’s have got one shot and we need to spend it with a leader who will get something done."
14,10,1,,other,04:59,"Mayor Buttigieg, we want to bring you in his conversation. Why would the Russians to be working on behalf of Bernie Sanders?"
15,10,1,Buttigieg,candidate,05:05,"I’ll tell you what the Russians want. They don’t have a political party. They want chaos and chaos is what is coming our way. I mean, look, if you think the last four years has been chaotic, divisive, toxic, exhausting, imagine spending the better part of 2020 with Bernie Sanders versus Donald Trump. Think about what that will be like for this country. And meanwhile, folks at home from South Carolina to South Bend are trying to figure out what any of this means for us. Because it’s right that there is a progressive majority, an American majority that wants to see real change, wants to see wages go up and go up faster than the cost of health and saving for retirement. But also there’s the majority of the American people who I think right now just to be able to turn on the TV, see their President and actually feel their blood pressure go down a little bit instead of up through the roof. We have an opportunity to set a different tone."
16,10,1,,other,06:07,Mr. Steyer.
17,10,1,Steyer,candidate,06:09,"Bernie Sanders’ analysis is right. The difference is I don’t like his solutions. I don’t believe that a government takeover of large parts of the economy makes any sense for working people or for families. I think that what we need to do is to present an alternative that includes a vibrant competitive private sector, but we all know unchecked capitalism has failed. The answer’s not for the government to take over the private sector though. The answer is for us to break the corporate stranglehold on our government and have the government work for the people again."
18,10,1,,other,06:47,Vice President Biden.
19,10,1,Steyer,candidate,06:48,"Well, let me just finish because we need to have an alternative to Donald Trump. I’m talking about doubling the minimum wage, cutting taxes by 10% for everybody who makes less than $250,000 and creating over four and a half million good paying union jobs. Donald Trump stinks. He’s incompetent. As a steward of the American economy, we have to show that we can create a growing prosperous economy [crosstalk 00:07:13] that works for American working people."
20,10,1,,other,07:15,"Mr. Steyer, thank you, your time’s up. Vice President Biden."
21,10,1,Biden,candidate,07:19,"We talk about progressive, let’s talk about being progressive. Walking distance here is Mother Emanuel Church. Nine people shot dead by a white supremacist. Bernie voted five times against the Brady Bill and monitored a waiting period … No, let me finish. A waiting period of 12 hours. I’m not saying he’s responsible for the nine deaths, but that man would not have been able to get that weapon with the waiting period had been what I suggest until you are cleared. In addition to that, being progressive, he thought Barack Obama, he wanted a primary. He said we should primary Barack Obama, someone should. And in fact the president was weak and our administration was in fact not up to it. Look, folks, let’s talk about progressive. Progressive is getting things done. And that’s what we got done. We got a lot done."
22,10,1,,other,08:14,"Senator Sanders, your response."
23,10,1,Sanders,candidate,08:19,"Pete mentioned … I’m hearing my name mentioned a little bit tonight. I wonder why and maybe, Pete mentions what the American people want. I will tell you, Pete, what the American people want and Joe what the American people want, they don’t want candidates to be running to billionaires for huge amounts of funding."
24,10,1,Buttigieg,candidate,08:38,Let’s clear this up once and for all.
25,10,1,Sanders,candidate,08:40,"Pete has gotten funding [crosstalk 00:08:42] from 50 billionaires. Joe I think, has gotten a little bit more. What the American people want by the way, and a lot of the issues we’ll be discussing tonight are issues I raised four years ago. Raising the minimum wage to a living wage, 15 bucks an hour, making public colleges and universities tuition free and finally doing what every other major country on Earth does, guaranteeing healthcare to all people as a human right to a Medicare For All single payer system [crosstalk 00:00:09:14]."
26,10,1,Buttigieg,candidate,09:17,I can’t allow this to stand because it’s just not true. Senator Sanders has got people believing [crosstalk 00:09:21] something that is untrue about my campaign. The idea that most of my campaign is funded by billionaires-
27,10,1,Sanders,candidate,09:26,"I didn’t say that, Pete."
28,10,1,Buttigieg,candidate,09:27,"50 people. All right, in Charleston alone, just in Charleston, over 2000 people have contributed to my campaign. That means the dollars that have come to my campaign just from Charleston is more than the dollars that have come from the 50 people that you mentioned. Grassroots contributions are the lifeblood of my campaign. In fact, I shouldn’t miss the opportunity. If you’re watching right now and you support my campaign, go to peteforamerica.com and chip in. And if you’re watching right now and you’re a billionaire, I will raise your taxes. But if you’d like to defeat Donald Trump, please go to peteforamerica.com and donate the legal maximum of $2,800 if you’re a billionaire."
29,10,1,,other,10:08,"All right, Mayor Buttigieg. Vice President Biden, I want to bring us to another topic. We’re in South Carolina. It’s the first primary with a significant black voting population. Your numbers appear to be slipping with black voters and I’m wondering if you could respond about why that is happening to you at this particular time."
30,10,1,Biden,candidate,10:26,"Well first of all, the latest poll, I saw my numbers, I’m still 15 points ahead. The latest poll."
31,10,1,,other,10:32,"Yes, yes, you’re correct."
32,10,1,Biden,candidate,10:33,But look-
33,10,1,,other,10:36,But Senator Sanders is in striking distance of you. You are within the margin of error in this state.
34,10,1,Biden,candidate,10:41,"Well, it depends on which … Look, I’ve earned the vote. I’ve worked like the devil to earn the vote of the African American community, not just here but across the country. I’ve been coming here for years and years creating jobs here, making sure that the port, for example, that employs one in 11 people, we put $500 million in our administration just into this county. We’ve created jobs for people. The people know me. My entire career has been wrapped up in dealing with civil rights and civil liberties. I don’t expect anything. I plan to earn the vote. I’m here to ask [inaudible 00:11:16]. But folks, I intend to win South Carolina and I will win the African American vote here in South Carolina."
35,10,1,,other,11:25,"Mr. Biden, will you continue if you do not win South Carolina. You have said that South Carolina will determine the outcome of this presidential race. If you don’t win South Carolina, will you continue?"
36,10,1,Biden,candidate,11:36,I will win South Carolina.
37,10,1,,other,11:38,"All right, sir. Mayor Bloomberg, I’d like to bring you in this conversation. I want to ask you about a question that impacts the black and brown community. You’ve apologized for stop-and-frisk repeatedly. What exactly are you apologizing for?"
38,10,1,,other,11:51,"We let it get out of control. And when I realized that I cut it back by 95%. And I’ve apologized and asked for forgiveness, I’ve met with black leaders to try to get an understanding of-"
39,10,1,,other,12:03,"[inaudible 00:12:00] I’ve met with Black leaders to try to get an understanding of how I can better position myself and what I should have done and what I should do next time. But let me tell you, I have been working very hard. We’ve improved the school system for Black and Brown students in New York City. We’ve increased the jobs that are available to them. We’ve increased the housing that’s available to them. We have programs like the-"
40,10,1,,other,12:24,"But what more can you do about this issue, Mr. Mayor, to put people’s fears and skepticism to rest?"
41,10,1,,other,12:27,I think they just-
42,10,1,,other,12:28,It continues to follow you.
43,10,1,,other,12:29,"No. Well, that’s because it’s in their interest to promote that. But if you talk to the people in New York City, I have over 100 Black elected officials that have endorsed me. A lot of them are in the audience tonight. And I’ve earned the respect of people in New York City. I was the mayor of the largest, most populous city in the United States for 12 years, and people will tell you it’s a lot better city today. It is safer for everybody. The school system is better. The budget’s under control. We’ve done the things that people need in New York City for all ethnicities."
44,10,1,,other,13:05,"Mayor Buttigieg, mayor to mayor, you’ve certainly had your issues with the Black community as well. Do you think the New York City’s implementation of stop and frisk was racist?"
45,10,1,Buttigieg,candidate,13:18,"Yes. In effect, it was. Because it was about profiling people based on their race. And the mayor even said that they disproportionately stopped White people too often and minorities too little. And I’m not here to score points. I come at this with a great deal of humility, because we have had a lot of issues, especially when it comes to racial justice and policing in my own community."
46,10,1,Buttigieg,candidate,13:42,"And I come to this with some humility because I’m conscious of the fact that there are seven White people on this stage talking about racial justice. None of us have the experience, the lived experience of, for example, walking down the street or in a mall and feeling eyes on us, regarding us as dangerous, without knowing the first thing about us just because the color of our skin. None of us have the experience that Black women have had that drives that maternal mortality gap that we are all rightly horrified by, of going into a doctor and being less likely to have your description of being in pain believed because of your race."
47,10,1,,other,14:21,"Thank you, Mayor."
48,10,1,Buttigieg,candidate,14:22,"Since we don’t have the experience, the next best thing-"
49,10,1,,other,14:24,"Thank you, Mayor."
50,10,1,Buttigieg,candidate,14:24,… we can do is actually listen to those who do.
51,10,1,,other,14:26,Thank you. I’m going to get to [crosstalk 00:14:27]-
52,10,1,,other,14:27,"Wait a second. I know that if I were Black, my success would have been a lot harder to achieve. And I know a lot of Black people that if they were White, it would’ve been a lot easier for them. That’s just a fact, and we’ve got to do something about it than rather just demagogue about it."
53,10,1,,other,14:42,"Senator Klobuchar, was the way that the mayor implemented stop and frisk racist?"
54,10,1,Klobuchar,candidate,14:47,"Yes, and I think that what we need to do instead of just reviewing everything from the past is talk about where we’re going to go forward. Martin Luther King once said that we are all tied in a single garment of destiny, and that what affects one of us directly affects all of us indirectly. So when there is racism in the criminal justice system, then we need to fix it. And to me that means sentencing reform, like the First Step Act, and extending that to the states with the Second Step Act."
55,10,1,Klobuchar,candidate,15:20,"It means equal opportunity, because if we don’t pass Representative Clyburn’s bill out of South Carolina here to invest in impoverished communities, we’re never going to get to that single garment of destiny."
56,10,1,Klobuchar,candidate,15:34,"And we also need to do something about child care, about making sure we increase the minimum wage. And then, finally, voting. While we are all sitting here debating, Wisconsin has kicked hundreds of thousands-"
57,10,1,,other,15:47,Senator-
58,10,1,Klobuchar,candidate,15:47,… of people off of their voting rolls.
59,10,1,,other,15:49,"Thank you, Senator."
60,10,1,Klobuchar,candidate,15:49,"Georgia kicked 100,000 off. As president-"
61,10,1,,other,15:52,Thank you.
62,10,1,Klobuchar,candidate,15:52,… I will get voting rights to be a reality for everyone.
63,10,1,,other,15:56,"Thank you, Senator. Gayle?"
64,10,1,,other,15:56,"Senator Warren, I’m coming to you. I want to direct this question to you because Mayor Bloomberg has said he got in this race late because he doesn’t believe that any of you on stage can beat Donald Trump. You said Mayor Bloomberg is not the safest candidate, he is the riskiest candidate. What did you mean by that?"
65,10,1,,other,16:14,"I mean that Mayor Bloomberg … Let’s think of it this way. We’re here in Charleston, and you know who’s going to be in Charleston later this week is Donald Trump. He’s going to be here to raise money for his buddy, Senator Lindsey Graham. Who funded Lindsey Graham’s campaign for re-election last time? It was Mayor Bloomberg."
66,10,1,,other,16:34,"And that’s not the only right-wing senator that Mayor Bloomberg has funded. In 2016, he dumped $12 million into the Pennsylvania Senate race to help re-elect an anti-choice, right-wing Republican senator. And I just want to say, the woman challenger was terrific. She lost by a single point. In 2012, he scooped in to try to defend another Republican senator against a woman challenger. That was me. It didn’t work, but he tried hard."
67,10,1,,other,17:12,I don’t care how much money Mayor Bloomberg has. The core of the Democratic Party will never trust him. He has not earned their trust. I will. And the fact that he cannot earn the trust of core of the Democratic Party means he is the riskiest candidate standing on this stage.
68,10,1,,other,17:37,"All right, Senator Warren, thank you. Mayor Bloomberg, would you like to respond? Mayor Bloomberg?"
69,10,1,,other,17:43,"I have been training for this job since I stepped on the pile that was still smoldering on 9/11. I know what to do. I’ve shown I know how to run a country. I’ve run the city which is almost the same size … is bigger than most countries in the world. I’m the one choice that makes some sense. I have the experience, I have the resources, and I have the record. And all those sideshows that the Senator wants to bring up have nothing to do with that. When people hired me to run New York City three times, in an overwhelmingly Democratic, progressive city, they elected me again and again."
70,10,1,,other,18:22,Mr. Vice President?
71,10,1,,other,18:24,I was mentioned in this.
72,10,1,Biden,candidate,18:24,No-
73,10,1,,other,18:24,I’d like to respond.
74,10,1,Biden,candidate,18:25,There was a-
75,10,1,,other,18:25,"Go ahead, Senator."
76,10,1,,other,18:27,He called me out by name in this-
77,10,1,Biden,candidate,18:27,There was a … I thought-
78,10,1,,other,18:29,"… and referred to what I talk about as a “sideshow.” This is personal for me. When I was 21 years old, I got my first job as a special education teacher. I loved that job. And by the end of the first year, I was visibly pregnant. The principal wished me luck and gave my job to someone else. Pregnancy discrimination? You bet. But I was 21 years old, I didn’t have a union to protect me, and I didn’t have any federal law on my side. So I packed up my stuff, and I went home. At least I didn’t have a boss who said to me, “Kill it,” the way that Mayor Bloomberg-"
79,10,1,,other,19:08,Never said that.
80,10,1,,other,19:10,… is alleged to have said-
81,10,1,,other,19:10,"Oh, come one."
82,10,1,,other,19:11,… to one of his pregnant employees. People want a chance-
83,10,1,,other,19:16,That-
84,10,1,,other,19:19,People want a chance-
85,10,1,,other,19:20,"Thank you, Senator."
86,10,1,,other,19:22,… to hear from the women who have worked for Mayor Bloomberg.
87,10,1,,other,19:23,I never said that.
88,10,1,,other,19:25,I want to allow the Mayor [crosstalk 00:19:25] to respond.
89,10,1,,other,19:25,"And for the record, if she was a teacher in New York City, she would never have had that problem. We treated our teachers the right way, and the unions will tell you exactly that."
90,10,1,,other,19:34,"Well, Mayor Bloomberg, Senator Warren has raised-"
91,10,1,,other,19:36,"Then let us have … the women have an opportunity to speak. The Bloomberg corporations and Mayor Bloomberg himself have been accused of discrimination. They are bound by nondisclosures so that they cannot speak. If he says there is nothing to hide here, then sign a blanket release, and let those women speak out-"
92,10,1,Klobuchar,candidate,19:59,"Hey, no."
93,10,1,,other,20:01,… so that they can tell their stories-
94,10,1,Buttigieg,candidate,20:01,[crosstalk 00:20:01].
95,10,1,,other,20:01,… the way I can tell my story without-
96,10,1,Klobuchar,candidate,20:03,Norah?
97,10,1,,other,20:04,Thank you. I-
98,10,1,,other,20:04,… having the fear-
99,10,1,Klobuchar,candidate,20:04,Norah.
100,10,1,,other,20:05,… that they’re going to be sued by a billionaire.
101,10,1,,other,20:06,"Thank you. Thank you. We have a number of issues to discuss tonight, but I want to give the Mayor an opportunity to respond because she has raised concerns about women in your workplace. At the last debate, you said some of your female employees might not have liked some of your jokes. Did these women take your jokes wrong? Or were you wrong to make the jokes?"
102,10,1,,other,20:24,"Probably wrong to make the jokes. I don’t remember what they were, so I assume if it bothered them, I was wrong, and I apologize. I’m sorry for that. But what happened here is we went back 40 years, and we could only find three cases where women said they were uncomfortable. Nobody accused me of doing anything other than just making a comment or two. And what the Senator did suggest was that we release these women from the nondisclosure agreement. I did that two days later, and my company has said we will not use nondisclosure agreements ever again. The Senator has got it, and I don’t know what else she wants us to do."
103,10,1,,other,21:00,"Oh, I’ll be clear."
104,10,1,,other,21:00,We’re following exactly what she asked to do.
105,10,1,,other,21:03,I’ll tell you exactly what I want you to do.
106,10,1,,other,21:04,"And the trouble is with this Senator, enough is never enough for what this … I’m going to start focusing on some of these other things. We just cannot continue to re-litigate this every time. We did what she asked. And, thank you, we’ve probably made the world better because of it. And by my company renouncing using these, we probably changed, hopefully, the corporate landscape all across America."
107,10,1,,other,21:25,"No, I’m sorry, Mr. Mayor-"
108,10,1,Buttigieg,candidate,21:25,"If you get nominated, we’ll be re-litigating this all year."
109,10,1,,other,21:28,… you did not do what I asked.
110,10,1,,other,21:29,"Senator Warren, that is a very serious charge that you leveled at the Mayor."
111,10,1,,other,21:32,Yes.
112,10,1,,other,21:32,He told a woman to get an abortion. What evidence do you have of that?
113,10,1,,other,21:36,Her own words.
114,10,1,,other,21:37,"And Mayor Bloomberg, could you respond to this?"
115,10,1,,other,21:39,I-
116,10,1,,other,21:39,This is-
117,10,1,,other,21:40,… never said it. Period. End of story.
118,10,1,,other,21:43,Look-
119,10,1,,other,21:43,"Categorically never said it. When I was accused of doing it, we couldn’t figure out what she was talking about. But right now, I’m sorry if she heard what she thought she heard or whatever happened. I didn’t take any pleasure in that. And we’ve just got to go on. But I never said it. Come on."
120,10,1,,other,22:01,All right.
121,10,1,,other,22:01,What I asked the Mayor to do is to do a release of all people who have discrimination claims-
122,10,1,,other,22:06,"We are doing that, Senator."
123,10,1,,other,22:08,Who have discrimination claims-
124,10,1,Klobuchar,candidate,22:08,Norah. Norah.
125,10,1,,other,22:08,… against the Mayor.
126,10,1,,other,22:12,We want to get to the issue of electability and the ideological difference within the Democratic Party.
127,10,1,,other,22:18,Okay.
128,10,1,Sanders,candidate,22:18,Good.
129,10,1,,other,22:18,Senator Sanders-
130,10,1,Sanders,candidate,22:19,Thank you.
131,10,1,,other,22:19,"… the cost of your agenda. Yesterday, you released information about how you will pay for your major proposals, but not all of your details are clear. You proposed more than $ 50 trillion in new spending. You’ve said Medicare for All-"
132,10,1,Sanders,candidate,22:34,Over a 10-year period.
133,10,1,,other,22:34,… will cost $30 trillion. But you can only explain how you’ll pay for just about half of that. Can you do the math for the rest of us?
134,10,1,Sanders,candidate,22:44,How many hours do you have?
135,10,1,,other,22:46,Two.
136,10,1,Sanders,candidate,22:47,The answer is-
137,10,1,Biden,candidate,22:47,That’s the problem.
138,10,1,Sanders,candidate,22:48,"No, that’s not the problem. All right, let’s talk about Medicare for All. I’m sure you’re familiar with the new study that just came out of Yale University published in Lancet magazine, one of the prestigious medical journals in the world. You know what it said? Medicare for All will lower healthcare costs in this country by $450 billion a year and save 68,000 lives of people who otherwise would have died."
139,10,1,Sanders,candidate,23:18,"What we need to do is to do what every other major country on Earth does: guarantee healthcare to all people, not have thousands of separate insurance plans, which are costing us some $500 billion a year to administer. Our plan, we have laid out options all over the place. One of the options is a seven-and-a-half-percent payroll tax on employers, which will save them substantial sums of money. Another tax-"
140,10,1,Klobuchar,candidate,23:48,"Bernie, let me respond to this."
141,10,1,Buttigieg,candidate,23:50,We can do the math right now.
142,10,1,Sanders,candidate,23:50,You asked me a question.
143,10,1,,other,23:51,"Senator Klobuchar, does the math add up?"
144,10,1,Klobuchar,candidate,23:53,"No, the math does not add up. In fact, just on 60 Minutes this weekend, he said he wasn’t going to rattle through the nickels and the dimes. Well, let me tell you how many nickels and dimes we’re …"
145,10,1,Klobuchar,candidate,24:03,"The nickels and the dimes. Well, let me tell you how many nickels and dimes we’re talking about. Nearly $60 trillion. Do you know how much that is for all of his programs? That is three times the American economy. Not the federal government, the entire American economy. The Medicare for All plan alone, page eight clearly says that it will kick 149 million Americans off their current health insurance in four years. That is true. As one prominent Democrat once said, “We should pay attention to where the voters of this country are,” Bernie. That prominent Democrat was Barack Obama a few months ago. And I think that’s what we should do. They are not with you on spending nearly $60 trillion."
146,10,1,Sanders,candidate,24:45,First of all.
147,10,1,Klobuchar,candidate,24:46,"What I think we should do is make things more affordable, nonprofit public option. Make sure we’re paying for longterm care better. Take on the pharmaceuticals like you and I have done together."
148,10,1,,other,24:56,Thank you Senator.
149,10,1,Klobuchar,candidate,24:56,And do something for the people of America.
150,10,1,,other,24:59,Thank you Senator Klobuchar.
151,10,1,Klobuchar,candidate,24:59,Instead of a bunch of broken promises that sound good on bumper stickers.
152,10,1,Sanders,candidate,25:03,I think that she’s talking about me.
153,10,1,,other,25:03,"Mr. Steyer, Mr. Steyer."
154,10,1,Buttigieg,candidate,25:05,I think we’re talking about math.
155,10,1,,other,25:10,We will get to you Mr. Sanders.
156,10,1,Buttigieg,candidate,25:10,Let’s talk about it.
157,10,1,Steyer,candidate,25:10,"Let me, can I say something?"
158,10,1,Sanders,candidate,25:10,"Look, first of all."
159,10,1,Steyer,candidate,25:10,"Wait a minute, let me go, let me go."
160,10,1,Sanders,candidate,25:11,"I think. Tom, I think she was talking about my plan, not yours."
161,10,1,Buttigieg,candidate,25:14,"I think we were talking about math. And it doesn’t take two hours to do the math. Because, let’s talk about what it adds up to."
162,10,1,Sanders,candidate,25:19,Let’s talk about math!
163,10,1,Buttigieg,candidate,25:20,"Let’s talk about math, indeed."
164,10,1,Sanders,candidate,25:21,Let’s talk about math!
165,10,1,Buttigieg,candidate,25:21,"Okay, so here’s the math."
166,10,1,Sanders,candidate,25:23,"Doing nothing is what … Excuse me, can I respond to the attack?"
167,10,1,Buttigieg,candidate,25:26,Doing nothing is what will happen-
168,10,1,,other,25:27,"Senator Sanders, you are allowed a quick response."
169,10,1,Steyer,candidate,25:28,"Excuse me, I was called on."
170,10,1,,other,25:28,Then we would like to allow the other candidates.
171,10,1,Buttigieg,candidate,25:28,Nothing is what will happen if we put forward a candidate-
172,10,1,Sanders,candidate,25:31,The moderator guys.
173,10,1,,other,25:32,Senator Sanders? Senator Sanders?
174,10,1,Sanders,candidate,25:33,The moderator … Is it my turn?
175,10,1,,other,25:36,"Senator Sanders, you have been name checked, you are allowed to respond."
176,10,1,Sanders,candidate,25:40,"Okay. What the Health and Human Services have said in analyzing healthcare costs, what recent Yale study has said, is that your program would cost some $50 trillion over a 10 year period. We would continue to pay, in some cases, 10 times more for the same exact prescription drugs. What every study out there, conservative or progressive says, Medicare for All will save money. Ours will cost about 45 billion, not 60 trillion. [crosstalk 00:26:22]."
177,10,1,,other,26:21,"Senator Sanders, we would like to bring Mr. Steyer in on this conversation. Mr. Steyer, please."
178,10,1,Klobuchar,candidate,26:27,I was talking about all your programs.
179,10,1,Steyer,candidate,26:29,"Excuse me, Amy. This conversation shows a huge risk for the Democratic Party. We are looking at a party that has decided that we’re either going to support someone who is a Democratic Socialist or somebody who has a long history of being a Republican. And let me say that I got into this race because I wanted to fight for economic justice, for racial justice, and to make sure we had climate justice for the American people. And I am scared. If we cannot pull this party together, if we go to one of those extremes, we take a terrible risk of reelecting Donald Trump."
180,10,1,,other,27:08,Thank you Mr. Steyer.
181,10,1,Steyer,candidate,27:09,And that is something … I still have some time. And let me just say this.
182,10,1,,other,27:11,Thank you Mr. Steyer.
183,10,1,Steyer,candidate,27:12,That is a risk that will hurt the American people in a way that none of us on this stage should be willing to risk.
184,10,1,,other,27:19,"Thank you. Let’s keep this topic going, Mayor Pete."
185,10,1,Buttigieg,candidate,27:21,"So let’s do some math. Senator Sanders at one point said it was going to be 40 trillion. Then it was 30. Then it was 17. It’s an incredible shrinking price tag. At some point has said it is unknowable to even see what the price tag would be. Now there are new numbers. I’ll tell you exactly what it adds up to. It adds up to four more years of Donald Trump, Kevin McCarthy is Speaker of the House, and the inability to get the Senate into Democratic hands. The time has come for us to stop acting like the presidency is the only office that matters. Not only is this a way to get Donald Trump reelected, we got a House to worry about. We got a Senate to worry about. And this really important."
186,10,1,Sanders,candidate,27:58,Hello.
187,10,1,Buttigieg,candidate,27:58,"If you want to keep the House in Democratic hands, you might want to check with the people who actually turned the House blue. 40 Democrats who are not running on your platform."
188,10,1,Biden,candidate,28:09,41.
189,10,1,Buttigieg,candidate,28:09,They are running away from your platform as fast as they possibly can. I want to send those Democrats back to the United States House.
190,10,1,,other,28:15,Time’s up Mr. Mayor. Vice President Biden.
191,10,1,Buttigieg,candidate,28:16,Let’s listen to them.
192,10,1,,other,28:17,"Vice President Biden, please."
193,10,1,Buttigieg,candidate,28:18,When they say that they don’t want to be out there defending Senator Sanders.
194,10,1,Biden,candidate,28:21,"Whoa, whoa, whoa."
195,10,1,,other,28:22,"Vice President Biden, please."
196,10,1,Biden,candidate,28:23,"I guess the only way to do this is jump in and speak twice as long as you should. Here’s the deal. Here’s the deal, look. A guy is a friend of mine down there named Fritz Hollings, the pastor. He said, “You want to know what a man or woman will do? Look what they’ve done. Look what they’ve done.” You talk about concerns about race. Well, my good friend on the end of this platform, he in fact bought a system that was a private prison system. After he knew that in fact what happened was they hogtied young men in prison here in this state. They in fact made sure that in Georgia they did not have health care for the people who were being held. They in fact went on, and he said, after he knew that he bought it. And then he said he was proud of his accomplishment. You talk about what we’re talking about with Bernie. Bernie in fact, hasn’t passed much of anything. The fact of the matter is-"
197,10,1,Steyer,candidate,29:17,"Okay, but I get to answer that. I get to answer that."
198,10,1,Biden,candidate,29:21,"Look, the fact is-"
199,10,1,Steyer,candidate,29:22,They’re out of time and I get to answer.
200,10,1,Biden,candidate,29:23,"I’m not out of time, you spoke overtime and I’m going to talk. Here’s the deal. Here’s the deal. The fact of the matter is, look at what’s happening here. Look at what’s happening here. We have to win the Senate back. And by the way, I went into all of those races that got 41 new Democrats. The majority of them are supporting me for president."
201,10,1,,other,29:43,"Mr. President, I have to allow. Yes, Mr. Mayor."
202,10,1,Steyer,candidate,29:48,Wait a second.
203,10,1,,other,29:50,"Mr. Mayor, you’re allowed to respond."
204,10,1,Steyer,candidate,29:52,I bought stock in a prison company thinking they’d do a better job and I investigated and I sold it.
205,10,1,Biden,candidate,29:56,"But you knew, you knew when you bought it they had done that."
206,10,1,Steyer,candidate,29:59,"I get to answer this question. And in fact, since then I’ve worked to end the use of private prisons in my home state and we’ve ended it. I’ve started a bank to support black ownership of businesses, women ownership of businesses, and Latino owners of businesses. Because this financial service industry is prejudice. I have worked tirelessly on this and you know I’m right. You wrote the Crime Bill that you call-"
207,10,1,Biden,candidate,30:23,Where we come from that’s called Tommy come lately.
208,10,1,Steyer,candidate,30:25,"The Joe Biden Crime Bill, that put hundreds of thousands of young black and Latino men in prison."
209,10,1,,other,30:30,"Okay, let me say something."
210,10,1,,other,30:32,Thank you.
211,10,1,Steyer,candidate,30:33,There’s something going on here.
212,10,1,,other,30:34,Thank you Mr. Steyer.
213,10,1,Steyer,candidate,30:34,I have worked for racial justice completely and that is an absolute unfair statement.
214,10,1,Klobuchar,candidate,30:40,All I know-
215,10,1,Biden,candidate,30:41,Tommy come lately.
216,10,1,Klobuchar,candidate,30:43,"If we spend the next four months tearing our party apart, we’re going to watch Donald Trump spend the next four years tearing our country apart."
217,10,1,Biden,candidate,30:52,Look.
