statement_no,debate,night,speaker,speaker_type,timestamp,statement
46,1,2,Bennet,candidate,08:16,"Oh, thank you. That sounded like me. Thank you."
47,1,2,Guthrie,proctor,08:20,It was you.
48,1,2,Bennet,candidate,08:21,I appreciate it.
49,1,2,Bennet,candidate,08:23,"Well look, first of all, I agree completely with Bernie about what the fundamental challenge we’re facing as a country is. 40 years of no economic growth for 90% of the American people, 160,000 families in the top 0.1% have the same wealth as the bottom 90%, and we’ve got the worst income inequality that we’ve had in 100 years."
50,1,2,Bennet,candidate,08:44,"Where I disagree is on his solution on Medicare for All. You know, I have proposed getting to universal healthcare, which we need to do, it is a right. Healthcare is a right. We need to get to universal healthcare. I believe the way to do that is by finishing the work we started with Obamacare and creating a public option, that every family and every person in America can make a choice for their family about whether they want a public option, which for them would be like having Medicare for All, or whether they want to keep their private insurance."
51,1,2,Bennet,candidate,09:15,I believe we will get there much more quickly if we do that.
52,1,2,Bennet,candidate,09:19,[crosstalk 00:09:19].
53,1,2,Bennet,candidate,09:20,"Bernie … If I could just finish. Bernie mentioned that the taxes that we would have to pay, because of those taxes, Vermont rejected Medicare for All, and we shouldn’t be [crosstalk 00:09:28]."
54,1,2,Gillibrand,candidate,09:27,In Bernie’s bill-
55,1,2,Guthrie,proctor,09:27,"Whoa, whoa, whoa, whoa, whoa, whoa."
56,1,2,Gillibrand,candidate,09:27,"In Bernie’s bill, I wrote-"
57,1,2,Guthrie,proctor,09:28,"Senator. Senator [crosstalk 00:09:31], we are going to talk about healthcare at length, Senator, but for the moment my colleague, Jose-"
58,1,2,Diaz-Balart,proctor,09:37,Thank you very much.
59,1,2,Guthrie,proctor,09:38,… wants to continue the question on the economy.
60,1,2,Gillibrand,candidate,09:39,"I wrote the part in Senator Sanders’ bill. I wrote the part in Senator Sanders’ bill, that is the transition which merges what the two Senators said."
61,1,2,Diaz-Balart,proctor,09:47,Senator.
62,1,2,Gillibrand,candidate,09:47,Because the truth is if you have a buy in over a four or five year period-
63,1,2,Diaz-Balart,proctor,09:51,Senator.
64,1,2,Gillibrand,candidate,09:52,… you move us to single payer more quickly.
65,1,2,Diaz-Balart,proctor,09:53,"Senator, we will get to this. We will get to this."
66,1,2,Speaker 2,Other,09:56,I understand-
67,1,2,Diaz-Balart,proctor,09:58,"Before we do, I want to say hello and good evening, beunas noches to Mayor Buttigieg."
68,1,2,Buttigieg,candidate,10:02,Beunas noches. [foreign language 00:10:03].
69,1,2,Diaz-Balart,proctor,10:04,[foreign language 00:10:04].
70,1,2,Diaz-Balart,proctor,10:06,"Many of your colleagues on stage support free college. You do not, why not?"
71,1,2,Buttigieg,candidate,10:12,Sure. College affordability is personal for us. Chasten and I have six figure student debt.
72,1,2,Buttigieg,candidate,10:18,"I believe in reducing student debt. It’s logical to me that if you can refinance your house, you ought to be able to refinance your student debt. I also believe in free college for low and middle income students for whom cost could be a barrier."
73,1,2,Buttigieg,candidate,10:34,"I just don’t believe it makes sense to ask working class families to subsidize, even the children of billionaires. I think the children of the wealthiest Americans can pay at least a little bit of tuition, and while I want tuition cost to go down, I don’t think we can buy down every last penny for them."
74,1,2,Buttigieg,candidate,10:50,"Now, there’s something else that doesn’t get talked about in the college affordability debate. Yes, it needs to be more affordable in this country to go to college. It also needs to be more affordable in this country to not go to college. You should be able to live well, afford rent, be generous to your church and little league, whether you went to college or not. That’s one of many reasons we need to raise the minimum wage to at least $15 an hour."
75,1,2,Swalwell,candidate,11:13,"Jose, I’ve got $100,000 in student loan debt myself."
76,1,2,Diaz-Balart,proctor,11:16,Let me get to you in a-
77,1,2,Swalwell,candidate,11:17,"Let me tell you, we count on the people who’ve been in government for the last 30 years, who were around when this problem was created to be the ones to solve it. It’s going to be the next generation, the 40 million of us, who can’t start a family, can’t take a good idea and start a business and can’t buy our first home. This is the generation that’s going to be able to solve student loan debt, this generation is ready to lead."
78,1,2,Diaz-Balart,proctor,11:37,"Mr. Yang, your signature policy is to give every adult in the United States $1,000 a month. No questions asked."
79,1,2,Yang,candidate,11:46,That’s right.
80,1,2,Diaz-Balart,proctor,11:48,I think that’s like $3.2 trillion a year. How would you do that?
81,1,2,Yang,candidate,11:54,I’m sorry?
82,1,2,Diaz-Balart,proctor,11:56,How would you do that?
83,1,2,Yang,candidate,11:57,"Oh, so it’s difficult to do if you have companies like Amazon, trillion dollar tech companies paying literally zero in taxes, while they’re closing 30% of our stores."
84,1,2,Yang,candidate,12:06,"Now, we need to put the American people in a position to benefit from all these innovations in other parts of the economy, and if we had a value added tax at even half the European level, it would generate over $800 billion in new revenue, which combined with the money in our hands, it would be the trickle up economy from our people, families and communities up. We would spend the money and it would circulate through our regional economies and neighborhoods, creating millions of jobs, making our families stronger and healthier."
85,1,2,Yang,candidate,12:29,"We’d save money on things like incarceration, homelessness services, emergency room healthcare. And just the value gains from having a stronger, healthier, mentally healthier population would increase GDP by $700 billion. This is the move that we have to make, particularly as technology is now automating away millions of American jobs. It’s why Donald Trump is our President today, that we automated away four million manufacturing jobs in Michigan, Ohio and Pennsylvania and Wisconsin. And we’re about to do the same thing to millions of retail jobs, call center jobs, fast food jobs, truck driving jobs, and on and on through the account."
86,1,2,Diaz-Balart,proctor,13:01,"So, if I get you … understand a little bit better. So you’re saying $1,000 a month for everyone over 18, but a value added tax. So you can spend that $1,000 on value added tax?"
87,1,2,Yang,candidate,13:15,"Well, the value added tax would end up … you’d still be increasing the buying power of the bottom 94% of Americans. You have to spend a lot of money for a mild value add tax to eat up $12,000 a year per individual. So for the average family with two or three adults, it’d be $24,000 to $36,000 a year."
88,1,2,Diaz-Balart,proctor,13:32,"Okay. Congressman Swalwell, I want to talk a little bit about what Mr. Yang is talking about it, and you just actually mentioned. That many Americans are worried that things like self driving cars, robots, drones, artificial intelligence will cost them their jobs. What would you do to help people get the skills they need to adapt to this new world?"
89,1,2,Swalwell,candidate,13:50,"We must always be a country where technology creates more jobs than it displaces. And I’ve seen the anxiety across America, where the manufacturing floors go from a thousand to a hundred to one."
90,1,2,Swalwell,candidate,14:03,"So we have to modernize our schools, value the teachers who prepare our kids, wipe the student debt from any teacher that goes into a community that needs it. Invest in America’s communities, especially where places where the best exports are people who move away to get skills."
91,1,2,Swalwell,candidate,14:17,"But Jose, I was six years old when a presidential candidate came to the California Democratic Convention and said, “It’s time to pass the torch to a new generation of Americans.” That candidate was then Senator Joe Biden."
92,1,2,Swalwell,candidate,14:32,"Joe Biden was right when he said it was time to pass the torch to a new generation of Americans 32 years ago. He’s still right today. If we’re going to solve the issues of automation, pass the torch. If we’re going to solve the issues of climate chaos, pass the torch. If we’re going to solve the issue of student loan debt, pass the torch. If we’re going to end gun violence for families who are fearful of sending their kids to school, pass the torch."
93,1,2,Diaz-Balart,proctor,14:54,"Vice President, would you like to sing a torch song?"
94,1,2,Biden,candidate,14:56,"I would. I’m still holding on that torch. I want to make it clear to you. Look, the fact of the matter is what we have to do is make sure that everybody is prepared better to go on for an education."
95,1,2,Biden,candidate,15:09,"The fact is that, that’s why I propose us focusing on schools that are in distress. That’s why I think we should triple the amount of money we spend for Title 1 schools. That’s why I think we should have universal pre-k. That’s why I think every single person who graduates from high school, 65 out of a 100 now need something beyond high school, and we should provide for them to be able to get that education. That’s why there should be free community college, cutting it in half the cost of college. That’s why we should be in a position where we do not have anyone have to pay back a student debt when they get out if they are making less than $25,000 a year. Their debt is frozen, no interest payment until they get beyond that."
96,1,2,Biden,candidate,15:48,"We can’t put people in a position where they aren’t able to go on and move on. So folks, there’s a lot we can do, but we have to make continuing education available for everyone so that everyone can compete in the 21st century. We’re not doing that now."
97,1,2,Diaz-Balart,proctor,16:02,"Senator Sanders, [crosstalk 00:16:03]."
98,1,2,Speaker 3,Other,16:03,As the youngest guy on the stage. I feel like I probably ought to contribute to the generational conversation.
99,1,2,Speaker 3,Other,16:08,[crosstalk 00:16:08].
100,1,2,Sanders,candidate,16:09,It’s part of Joe’s generation.
101,1,2,Speaker 3,Other,16:10,I’m all for-
102,1,2,Sanders,candidate,16:11,It’s part of Joe’s generation.
103,1,2,Gillibrand,candidate,16:12,Before we move on.
104,1,2,Sanders,candidate,16:13,Let me respond.
105,1,2,Gillibrand,candidate,16:14,Before we move on from education-
106,1,2,Sanders,candidate,16:20,"The issue, if I may say, is not generational."
107,1,2,Diaz-Balart,proctor,16:20,"Please, please. Senator Sanders, and I’ll let [crosstalk 00:16:21]. We will."
108,1,2,Sanders,candidate,16:21,The issue is not generational.
109,1,2,Sanders,candidate,16:21,[crosstalk 00:16:21].
110,1,2,Sanders,candidate,16:21,"The issue is who has the guts to take on Wall Street, to take on the fossil fuel industry, to take on the big money interests who have unbelievable influence over the economic and political life of this county."
111,1,2,Speaker 4,Other,16:37,These issues [crosstalk 00:16:38].
112,1,2,Diaz-Balart,proctor,16:38,Senator Harris.
113,1,2,Gillibrand,candidate,16:40,[inaudible 00:16:40].
114,1,2,Diaz-Balart,proctor,16:39,I am so sorry. We will let all of you speak.
115,1,2,Diaz-Balart,proctor,16:42,Senator Harris. [crosstalk 00:16:43].
116,1,2,Diaz-Balart,proctor,16:44,Senator Harris. [crosstalk 00:16:45].
117,1,2,Diaz-Balart,proctor,16:47,We will let you all speak. Senator Harris.
118,1,2,Speaker 5,Other,16:48,We can’t afford to wait for evolution on these issues.
119,1,2,Speaker 6,Other,16:50,Part of the issue [crosstalk 00:16:50].
120,1,2,Harris,candidate,16:51,"Hey guys, you know what? America does not want to witness a food fight, they want to know how we’re going to put food on their table. On that point, part of the issue that is at play in America today, and we’ve all been traveling around the country, I certainly have. I’m meeting people who are working two and three jobs. You know, this President walks around talking about and flouting his great economy, right? My great economy, my great economy. You ask him, “Well, how are you measuring this greatness of this economy of yours?” And he talks about the stock market."
121,1,2,Harris,candidate,17:29,"Well, that’s fine if you own stocks. So many families in America do not. You ask him, “How are you measuring the greatness of this economy of yours?” And they point to the jobless numbers and the unemployment numbers. Well, yeah, people in America are working. They’re working two and three jobs. So when we talk about jobs, let’s be really clear, in our America, no one should have to work more than one job to have a roof over their head and food on the table."
122,1,2,Diaz-Balart,proctor,17:51,"Thank you very much, Senator."
123,1,2,Diaz-Balart,proctor,17:51,You’ve all expressed an interest in talking about health care-
124,1,2,Speaker 7,Other,17:51,"I’d like to say something, if I might."
125,1,2,Diaz-Balart,proctor,18:00,… so let’s talk about healthcare. And this is going to be a show of hands question. We asked a question …
126,1,2,Holt,proctor,18:00,"Let’s talk about healthcare. This is going to be a show of hands question. We asked a question about healthcare last night that spurred a lot of discussion, as you know. We’re going to do it again now. Many people watching at home have healthcare through their employer. Who here would abolish their private health insurance in favor of a government run plan?"
127,1,2,Holt,proctor,18:20,"All right. Kirsten [Gilebrand 00:18:24], Senator Gildebrand."
128,1,2,Gillibrand,candidate,18:25,"Yeah, so no it’s my turn."
129,1,2,Speaker 8,Other,18:26,Go ahead.
130,1,2,Gillibrand,candidate,18:28,"This is a very important issue. The plan that Senator Sanders and I other support Medicare for All, is how you get to single payer. But it has a buy-in transition period, which is really important. In 2005, when I ran for Congress in a two to one republican district, I actually ran on Medicare for All, and I won that two to one republican district. Twice."
131,1,2,Gillibrand,candidate,18:49,"The way I formulated it was simple. Anyone who doesn’t have access to insurance they like, they could buy in at a percentage of income they could afford. That’s what we put into the transition period for our Medicare for All plan. I believe we need to get to universal healthcare as a right and not a privilege to single pair. The quickest way you get there is you create competition with the insurers."
132,1,2,Gillibrand,candidate,19:10,"God bless the insurers if they want to compete. They can certainly try. But they’ve never put people over their profits, and I doubt they ever will. What will happen is people will choose Medicare, you will transition. We will get to Medicare for All, and then your step to single player is so short I would make it an earned benefit, just like Social Security, so that buy in your whole life-"
133,1,2,Holt,proctor,19:31,All right.
134,1,2,Gillibrand,candidate,19:31,"It is always there for you, and it’s permanent and it’s universal."
135,1,2,Holt,proctor,19:34,"Senator, your time is up. I’m going to put that same question to Mayor Buttigieg."
136,1,2,Buttigieg,candidate,19:38,"Yo, we’ve taught… Look, everybody who says Medicare for All, every person in politics who allows that phrase to escape their lips has a responsibility to explain how you’re actually supposed to get from here to there."
137,1,2,Buttigieg,candidate,19:51,"And here’s how I would do it. It’s very similar. I would call it Medicare for All Who Want It. You take something like Medicare, a flavor of that, and you make it available on the exchanges. People can buy in, and then people like us are right that that will not only a more inclusive plan, but a more efficient plan than any of the corporate answers out there, then it will be a very natural glide path to the single payer environment."
138,1,2,Buttigieg,candidate,20:13,"But let’s remember, even in countries that have outright socialized medicine like England, even there, there’s still a private sector. That’s fine, it’s just that for our primary care we can’t be relying on the tender mercies of the corporate system. This is one is very personal for me. I started out this year dealing with the terminal illness of my father. I make decisions for a living."
139,1,2,Buttigieg,candidate,20:33,"Nothing could have prepared me for the kind of decisions our family faced. But the thing we had going for us was that we never had to make those decisions based on whether it was going to bankrupt our family, because of Medicare."
140,1,2,Holt,proctor,20:44,"All right, man."
141,1,2,Buttigieg,candidate,20:44,"I want every family to have that same freedom to do what is medically right, not live in [crosstalk 00:20:49]."
142,1,2,Holt,proctor,20:49,"Thank you. Your time is complete. Vice President Biden, I want to put the question to you. You were one of the architects of Obamacare, so where do we go from here?"
143,1,2,Biden,candidate,20:57,"Look, this is very personal to me. When my wife and daughter were killed in an automobile accident, my two boys were really very badly injured. I couldn’t imagine what it’d be like had I not had adequate healthcare available immediately. Then when my son came home from Iraq after a year and was diagnosed with terminal cancer, he was given months to live."
144,1,2,Biden,candidate,21:19,"I can’t fathom what would have happened if in fact they said, “By the way, the last six months of your life, you’re on your own. We’re cutting off. You’ve used up your time.” The fact of the matter is, that the quickest, fastest way to do it is build on Obamacare. To build on what we did. Secondly, to make sure that everyone does have any option."
145,1,2,Biden,candidate,21:40,"Everyone, whether they have private insurance, employer insurance, or no insurance, they in fact could buy in in the exchange to a Medicare-like plan. The way to do that, you can do it quickly. Look, urgency matters. There’s people right now facing what I faced, and what we faced, without any of the help I had. We must move now. I am against any democrat who opposes and tries to take down Obamacare-"
146,1,2,Holt,proctor,22:05,"All right, Vice President Biden, you’re time is-"
147,1,2,Biden,candidate,22:05,And any republican who wants to get rid of Obamacare [crosstalk 00:22:07].
148,1,2,Holt,proctor,22:07,"Let me turn to Senator Sanders. Senator Sanders, you basically want to scrap the private health insurance system as we know it and replace it with a government-run plan. None of the states that have tried something like that: California, Vermont, New York has struggled with it, have been successful. If politicians can’t make it work in those states, how would you implement it on a national level? How does this work?"
149,1,2,Sanders,candidate,22:28,"Listen, I find it hard to believe that other major country on earth, including my neighbor 50 miles north me- Canada, somehow has figured out a way to provide healthcare to every man, woman and child, and in most cases, they’re spending 50% per capita what we are spending. Let’s be clear. Let us be very clear."
150,1,2,Sanders,candidate,22:53,"The function of healthcare today from the insurance and drug company perspective, is not to provide quality care to all in a cost effective way. The function of the healthcare system today is to make billions in profits for the insurance companies. Last year, if you could believe it, while we paid the highest prices in the world for prescription drugs- and I will lower the prescription drug prices in half in this country- Top 10 companies made $69 billion dollars in profit."
151,1,2,Sanders,candidate,23:25,"They will spend hundreds of millions of dollars lying to the American people, telling us why we cannot have a Medicare for All [crosstalk 00:23:35]-"
152,1,2,Holt,proctor,23:35,"Senator, Senator… I just to have follow up there. How do implement it on a national level?"
153,1,2,Sanders,candidate,23:39,I’m sorry?
154,1,2,Holt,proctor,23:39,"How do you implement it on a national level, given the fact it’s not succeeded in other states that have tried?"
155,1,2,Sanders,candidate,23:44,"I will tell you how we’ll do it. We’ll do it way real change has always taken place, whether it was the Labor Movement, the Civil Rights Movement, or the Women’s Movement. We will have Medicare for All. When tens of millions of people are prepared to stand up and tell the insurance companies and the drug companies that their day is gone, that healthcare is a human right, not something to make huge profits off of."
156,1,2,Holt,proctor,24:11,"Okay, all right. Ms. Williamson [crosstalk 00:24:12]. Ms. Williamson, this is the question for you. We have been [crosstalk 00:24:16]… Excuse me, excuse. I’m addressing the question to Ms. Williams. We’ve been talking a lot about access to health insurance, but for many Americans, their most pressing concern is the high cost of healthcare. How would you lower the cost of prescription drugs?"
157,1,2,Williamson,candidate,24:28,"Well, first of all, the government should never had made the deal with the big pharma that they couldn’t negotiate. That was just part of the regular corruption by which multinational corporations have their way with us. You know, I wanted to say that while I’m with Senator Bennet and others, but I agree with almost everything here- I’ll tell you one thing, it’s really nice that we’ve got all these plans, but if you think we’re going to beat Donald Trump by just having all these plans, you got another thing coming. Because he didn’t win by saying he had a plan. He won by simply saying, “Make America Great Again.”"
158,1,2,Williamson,candidate,24:57,"We’ve got to get deeper than just these superficial fixes, as important as they are. Even if we’re just talking about the superficial fixes, ladies and gentlemen, we don’t have a healthcare system in the United States. We have a sickness care system in the United States. We just wait until somebody gets sick, and then we talk about who’s going to pay for the treatment and how they’re going to be treated."
159,1,2,Williamson,candidate,25:18,"What we need to talk about is why so many Americans have unnecessary chronic illnesses, so many more compared to other countries. That gets back into not just the big pharma, not just health insurance companies, it has to do with chemical policies, it has to do with environmental-"
160,1,2,Holt,proctor,25:34,All right.
161,1,2,Williamson,candidate,25:34,Policies.
162,1,2,Holt,proctor,25:35,"Ms. Williams, your time has expired."
163,1,2,Williamson,candidate,25:35,It has to do with food policies. It has to do with drug policies-
164,1,2,Holt,proctor,25:35,Thank you.
165,1,2,Williamson,candidate,25:40,It even has to do with the environmental policies.
166,1,2,Holt,proctor,25:41,"Senator Bennet, a question for you. You want to keep the system that we have in place with Obamacare and build out. You mentioned that a moment ago. Is that enough to get us to universal coverage?"
167,1,2,Bennet,candidate,25:49,"I believe that will get us the quickest way there, and I thought the Vice President was very moving about this and Mayor Pete as well. I had prostate cancer recently, as you may know, and why I was a little race getting in the race. The same week, my kid had her appendectomy out, and I feel very strongly that families ought to be able to have this choice."
168,1,2,Bennet,candidate,26:07,"I think that’s what the American people want. I believe it will get us there quickly. There are millions of people in America that do not have health insurance today because they can’t. They’re too “wealthy”. They make too much money to be on Medicaid. They can’t afford health insurance. When Senator Sanders says that Canada is single pair, there are 35 million people in Canada. There are 330 million people in the United States. Easily the number of people on a public option."
169,1,2,Bennet,candidate,26:35,"It could easily be 35 million, and for them, it would be Medicare for All, as Mayor Buttigieg says. But for others that want to keep it, they should be able to keep it. I think that will be the fastest way to get where we need to go. Also-"
170,1,2,Harris,candidate,26:50,I’d like to add a point-
171,1,2,Bennet,candidate,26:50,"I will say, Bernie is a very honest person. He has said over and over again- unlike others that have supported this legislation- over and over again, that this will ban, make illegal, all insurance except cosmetic, except insurance for… I guess that’s for plastic surgery. Everything else is banned under the Medicare for All proposal, but he is he [crosstalk 00:27:12]-"
172,1,2,Holt,proctor,27:12,"I’d let you go a little there, but-"
173,1,2,Harris,candidate,27:13,I’d like to add a point.
174,1,2,Holt,proctor,27:14,"Obviously, Senator Sanders, you get a response."
175,1,2,Harris,candidate,27:14,I would like to add a point here.
176,1,2,Holt,proctor,27:14,"Senator Sanders, he’s going to respond to that."
177,1,2,Sanders,candidate,27:17,"Just very briefly. You know Mike, Medicare is the most popular health insurance-"
178,1,2,Bennet,candidate,27:24,I agree.
179,1,2,Sanders,candidate,27:24,"Program in the country. People don’t like their private insurance companies. They like their doctors and hospitals. Under our plan, people go to any doctor they want, any hospital they want. We will substantially lower the cost of healthcare in the country because we’ll stop the greed of the insurance company [crosstalk 00:27:43]."
180,1,2,Holt,proctor,27:42,One at a time. [crosstalk 00:27:46]. Senator Harris. [crosstalk 00:27:49].
181,1,2,Harris,candidate,27:51,"-And the reality of how this affects real people is captured in a story that many of us heard, and I will paraphrase. There is- any night in America- a parent who’s seeing that their child has a temperature that is out of control, calls 9-1-1, “What should I do?” They say, “Take the child to the emergency room.”"
182,1,2,Harris,candidate,28:10,"So they get in their car and they drive, and they’re sitting in the parking lot outside of the emergency room looking at those sliding glass doors, while they have the hand on the forehead of their child knowing that if they walk through those sliding glass doors- even though they have insurance- they will be out of $5,000.00 deductible. $ 5,000.00 deductible when they walk through those doors."
183,1,2,Holt,proctor,28:33,All right. Senator Harris-
184,1,2,Harris,candidate,28:33,That’s what insurance companies are doing.
185,1,2,Holt,proctor,28:35,Thank you. [crosstalk 00:28:36]
186,1,2,Guthrie,proctor,28:35,"We’re going to continue this discussion. I wanted to put it [crosstalk 00:28:39]. Candidates, please. Candidates, please. [crosstalk 00:28:44]"
187,1,2,Swalwell,candidate,28:44,"I’m one of those parents. I was just in the emergency room, and I’m telling you-"
188,1,2,Guthrie,proctor,28:47,"Congressman, thank you."
189,1,2,Swalwell,candidate,28:47,We fight health insurance companies every single week.
190,1,2,Guthrie,proctor,28:51,Thank you.
191,1,2,Swalwell,candidate,28:51,"We stand in line and pay expensive prescription drugs. We have to have a healthcare guarantee. If you’re sick, you’re seen. And in America, you never go broke because of it."
