statement_no,debate,night,speaker,speaker_type,timestamp,statement
12,1,1,Guthrie,proctor,00:03:17,"Congressman O’Rourke, what we’ve just been discussing and talking about is how much fundamental change to the economy is desirable and how much is actually doable? In that vein, some Democrats want a marginal individual tax rate of 70% on the very highest earners, those making more than $10 million a year. Would you support that? And if not, what would your top individual rate be?"
13,1,1,O'Rourke,candidate,00:03:41,"This economy has got to work for everyone, and right now we know that it isn’t. It’s going to take all of us coming together to make sure that it does."
14,1,1,O'Rourke,candidate,00:03:52,[foreign language 00:03:52].
15,1,1,O'Rourke,candidate,00:04:12,"Right now we have a system that favors those who can pay for access and outcomes. That’s how you explain an economy that is rigged to corporations and to the very wealthiest, a $2 trillion tax cut that favored corporations while they were sitting on record piles of cash and the very wealthiest in this country at a time of historic wealth inequality."
16,1,1,O'Rourke,candidate,00:04:32,"A new democracy that is revived because we’ve returned power to the people, no packs, no gerrymandering, automatic and same day voter registration to bring in more voters, and a new voting rights act to get rid of the barriers that are in place now, that’s how we each have a voice in our democracy and make this economy work for everybody."
17,1,1,Guthrie,proctor,00:04:49,"Congressman, that’s time sir."
18,1,1,Guthrie,proctor,00:04:52,"I’ll give you 10 seconds to answer if you want to answer the direct question, would you support a 70% individual marginal tax rate? Yes, no, or pass?"
19,1,1,O'Rourke,candidate,00:04:59,I would support a tax rate and a tax code that is fair to everyone. Tax capital –
20,1,1,Guthrie,proctor,00:05:04,70% ?
21,1,1,O'Rourke,candidate,00:05:04,"At the same rate that you tax ordinary income, take that corporate tax rate up to 28%, you would generate the revenues you need to pay for the programs we’re talking about."
22,1,1,Guthrie,proctor,00:05:12,That’s time. Thank you.
23,1,1,Guthrie,proctor,00:05:14,"Senator Booker, there is a debate in this party right now about the role of corporations as you know. Senator Warren in particular, put out a plan to break up tech companies like Facebook, Amazon, and Google. You’ve said we should not, “Be running around pointing at companies and breaking them up without any kind of process.” Why do you disagree?"
24,1,1,Booker,candidate,00:05:34,"I don’t think I disagree, I think we have a serious problem in our country with corporate consolidation, and you see the evidence of that in how dignity is being stripped from labor and we have people that work full-time jobs and still can’t make a living wage. We see that because consumer prices are being raised by pharmaceutical companies that often have monopolistic holds on drugs, and you see that by just the fact that this is actually an economy that’s hurting small businesses and not allowing them to compete."
25,1,1,Booker,candidate,00:06:02,"One of the most aggressive bills in the Senate to deal with corporate consolidation is mine about corporate consolidation in the Ag sector. So I feel very strongly about the need to check the corporate consolidation and let the free market work. I’ll tell you this, I live in a low income black and brown community. I see every single day that this economy is not working for average Americans."
26,1,1,Booker,candidate,00:06:24,"The indicators that are being used from GDP to Wall Street’s rankings, is not helping people in my community. It is about time that we have economy that works for every body not just the wealthiest in our nation."
27,1,1,Guthrie,proctor,00:06:37,"But quickly Senator Booker, you did say that you didn’t think it was right to name names, to name companies and single them out as Senator Warren has. Briefly, why is that?"
28,1,1,Booker,candidate,00:06:47,"Well again, I will single out companies like Halliburton or Amazon that pay nothing in taxes, and I’ll need to change that. When it comes to antitrust law, what I will do is, number one, appoint judges that will enforce it. Number two, have a DOJ and a federal trade commission that will go through the processes necessary to check this kind of corporate concentration. At the end of the day, we have too much of a problem with corporate power growing. We see that with everything from citizens united and the way they’re trying to influence Washington."
29,1,1,Booker,candidate,00:07:15,"It’s about time that we have a president that fights for the people in this country, we need to have someone that’s a champion for them."
30,1,1,Guthrie,proctor,00:07:23,"Thank you, senator. Senator Warren, I mentioned you. Are you picking winners and losers?"
31,1,1,Warren,candidate,00:07:30,"The way I understand this, is there is way too much consolidation now in giant industries in this country, that hurts workers, it hurts small businesses, it hurts independent farmers, it hurts our economy overall, and it helps constrict real innovation and growth in this economy."
32,1,1,Warren,candidate,00:07:48,"Now look, we’ve had the laws out there for a long time to be able to fight back. What’s been missing is courage, courage in Washington to take on the giants. That’s part of the corruption in this system. It has been far too long that the monopolies have been making the campaign contributions, have been funding the super packs, have been out there making sure that their influence is heard and felt in every single decision that gets made in Washington."
33,1,1,Warren,candidate,00:08:18,"Where I want to start this is I want to return government to the people and that means calling out the names of the monopolies and saying, “I have the courage to go after them.”"
34,1,1,Guthrie,proctor,00:08:29,Thank you.
35,1,1,Holt,proctor,00:08:32,"Secretary Castro, the next question is for you. Democrats have been talking about the pay gap for decades. What would you do to ensure that women are paid fairly in this country?"
36,1,1,Castro,candidate,00:08:42,"Thank you very much for that question, Lester. I grew up with a mother who raised my brother Joaquin and me as a single parent, and I know what it’s like to struggle, I know what it’s like to rent a home and to worry about whether you’re going to be able to pay the rent at the first of the month, and to see a mom work very, very hard and know that moms across this country are getting paid less simply because they’re women, I would do several things starting with something we should’ve done a long time ago, which is to pass the Equal Rights Amendment finally in this country and also pursue legislation so that women are paid equal pay for equal work in this country."
37,1,1,Castro,candidate,00:09:23,"It’s past time that we did that, and we have to do this. If we want to be the most prosperous nation in the 21st century, we need to make sure that women are paid what they deserve."
38,1,1,Holt,proctor,00:09:34,"All right, thank you. I want to put the same question to Congresswoman Gabbard, your thoughts on equal pay."
39,1,1,Gabbard,candidate,00:09:40,"First of all, let’s recognize the situation we’re in, that the American people deserve a president who will put your interests ahead of the rich and powerful, that’s not what we have right now."
40,1,1,Gabbard,candidate,00:09:50,"I enlisted in the Army National Guard after the Al-Qaida terror attacks on 911, so I could go after those who had attacked us on that day, I still serve as a Major. I served over 16 years, deployed twice in the Middle East, and in Congress, I’ve serve on the foreign affairs and armed services committees for over six years. I know the importance of our national security, as well as the terribly high cost of war. And for too long, our leaders have failed us, taking us from one regime change war to the next, leading us into a new cold war, an arms race costing us trillions of our hard earned taxpayer dollars and countless lives."
41,1,1,Gabbard,candidate,00:10:27,"This insanity must end, and as president I will take your hard earned taxpayer dollars and instead, invest those dollars into serving your needs. Things like healthcare, a green economy, good paying jobs, protecting our environment, and so much more."
42,1,1,Diaz-Balart,proctor,00:10:47,"Mayor Blasio, good evening. You’re the mayor of the biggest city in the United States, but it’s also one of the cities in the country with the greatest gap between the wealthy and the poor. How would you address income inequality?"
43,1,1,de Blasio,candidate,00:10:59,"Well, we’ve been addressing income inequality in New York City by raising wages, by raising benefits, by putting money back in the hands of working people, $15 minimum wage, paid sick days, pre-K for all, things that are making a huge difference in working people’s lives. But let me tell you, what we’re hearing here already in the first round of questions is that battle for the heart and soul of our party. I want to make it clear, this is supposed to be the party of working people. Yes, we’re supposed to be for 70% tax rate on the wealthy, yes, we’re supposed to be for free college, free public college, for our young people. We are supposed to break up big corporations when they’re not serving our democracy."
44,1,1,de Blasio,candidate,00:11:40,"This Democratic Party has to be strong and bold and progressive, and in New York we’ve proven that we can do something very different, we can put money back in the hands of working people. And let me tell you, every time you talk about investing in people, in their communities, you hear folks saying there’s not enough money. What I say to them every single time is, “There’s plenty of money in this world, there’s plenty of money in this country, it’s just in the wrong hands.”"
45,1,1,Diaz-Balart,proctor,00:12:03,Thank you. Congressman –
46,1,1,de Blasio,candidate,00:12:04,[crosstalk 00:12:04] have to fix that.
47,1,1,Diaz-Balart,proctor,00:12:05,"Congressman Delaney, you agree?"
48,1,1,Delaney,candidate,00:12:08,"I think we need to do real things to help American workers and the American people, this is the issue that all of us hear on the campaign trail. We need to make sure everyone has a living wage, and I’ve called for a doubling of the earned income tax credit, raising the minimum wage, and creating paid family leave. That will create a situation where people actually have a living wage that gets right to workers."
49,1,1,Delaney,candidate,00:12:30,"Then we got to fix our public education system. It’s not delivering the results our kids needs, nor is college, and post high school, career and technical training programs, doing that. I’m very different than everyone else here on this stage. Prior to being in Congress, I was an entrepreneur. I started two businesses. I created thousands of jobs. I spent my whole career helping small to midsize businesses all over the country. 5,000 of them, I supported. The Obama Administration gave me an award for lending to disadvantaged communities."
50,1,1,Delaney,candidate,00:13:02,"I know how to create jobs. We need a short-term strategy, which is to put money in the pockets of workers, with earned income tax credit, raising the minimum wage and created paid family leave, and then we need to have a long-term strategy to make sure this country is competitive, and we’re creating jobs everywhere in this country."
51,1,1,Diaz-Balart,proctor,00:13:17,"Thank you. Governor Inslee, how would you address income inequality?"
52,1,1,Inslee,candidate,00:13:20,"Well, I’m a little bit surprised. I think plans are great, but I’m a governor and we got to realize the people who brought us the weekend, unions, neither are going to bring us a long overdue raise in America, and I’m proud of standing up for unions, I’ve got a plan to reinvigorate collective bargaining, so we can increase wages finally."
53,1,1,Inslee,candidate,00:13:40,"I marched with the SEIU folks. It is not right that the CEO of McDonald’s makes 2,100 times more than the people slinging hash at McDonald’s. And the next thing I’ll do is put people to work in the jobs of the present and the future. Donald Trump is simply wrong. He says wind turbines cause cancer, we know they cause jobs, and we know that we can put millions of people to work in the clean energy jobs of the future, carpenters, IBWs members, machinists."
54,1,1,Inslee,candidate,00:14:13,"We’re doing it in my state today, and then we can do what America always does, lead the world and invent the future and put people to work. That’s what we’re going to do in all the states."
55,1,1,Diaz-Balart,proctor,00:14:22,"Congressman Ryan, president Trump… and you just referred to him, promised that manufacturing jobs were all coming back to places like your home state of Ohio. Can you make that same promise?"
56,1,1,Ryan,candidate,00:14:35,"Yes, I believe you can. But first, let’s say that president came he said, “Don’t sell your house to people in Youngstown, Ohio,” and in his administration, just in the last two years, we lost 4,000 jobs at a General Motors facility, that rippled throughout our community. General Motors got a tax cut. General Motors got a bail out. And then they have the audacity to move a new car that they’re going to produce to Mexico."
57,1,1,Ryan,candidate,00:15:00,"I’ve had family members that have had to unbolt a machine from the factory floor, put it in a box, and ship it to China. My area where I come from in northeast Ohio, this issue we’re talking about here, it’s been going on 40 years. This is not a new phenomenon in the United States of America. The bottom 60% haven’t seen a raise since 1980, meanwhile, the top 1% controlled 90% of the wealth. We need an industrial policy saying, “We’re going to dominate building electric vehicles. There’s going to be 30 million made in the next 10 years. I want half of them made in the United States. I want to dominate the solar industry, and manufacturer those here in the United States.”"
58,1,1,Diaz-Balart,proctor,00:15:39,"Thank you. Senator Warren, are they coming back? Are these jobs coming back?"
59,1,1,Warren,candidate,00:15:43,"We’ve had an industrial policy in the United States for decades now, and it’s basically been letting giant corporations do whatever they want to do. Giant corporations have exactly one loyalty and that is to profit, and if they can save a nickel by moving a job to Mexico or to Asia or to Canada, they’re going to do it. So here’s what I propose for an industrial policy. Start with a place where there’s a real need. There’s going to be a worldwide need for green technology, ways to clean up the air, ways to clean up the water, and we can be the ones to provide that."
60,1,1,Warren,candidate,00:16:15,"We need to go 10 fold in our research and development on green energy going forward, and then we need to say any corporation can come and use that research, they can make all kinds of products from it, but they have to be manufactured right here in the United States of America. And then we have to double down and sell it around the world."
61,1,1,Warren,candidate,00:16:39,"There’s a $23 trillion market coming for green products, we should be the leaders and the owners and we should have that 1.2 million manufacturing jobs here in America. We can do this."
62,1,1,Holt,proctor,00:16:54,"Thank you. All right, we’re going to turn to the issue of healthcare right now, and really try to understand where there may or may not be daylight between you. Many people watching at home have health insurance coverage through their employer. Who here would abolish their private health insurance in favor of a government run plan? Just a show of hands, to start off with."
63,1,1,Holt,proctor,00:17:15,"All right. Well, Senator Klobuchar, let me put the question to you. You’re one of the Democrats who wants to keep private insurance in addition to a government healthcare plan. Why is an incremental approach in your view better than sweeping overhaul?"
64,1,1,Klobuchar,candidate,00:17:29,"I think it’s a bold approach. It’s something that Barack Obama wanted to do when we were working on the Affordable Care Act, and that is a public option. I am just simply concerned about kicking half of America off of their health insurance in four years, which is exactly what this bill says. So let me go on beyond that. There’s a much bigger issue in addition to that, and that is pharmaceuticals."
65,1,1,Klobuchar,candidate,00:17:53,"The president literally went on TV on Fox and said that, people’s heads would spin when they see how much he would bring down pharmaceutical prices. Instead, 2,500 drugs have gone up in double digits since he came into office. Instead, he gave $100 billion in giveaways to the Pharma companies. For the rest of us, for the rest of America, that’s what we call at home, all foam and no beer. We got nothing out of it. And so my proposal is to do something about Pharma, to take them on, to allow negotiation under Medicare, to bring in less expensive drugs from other countries. Pharma thinks they own Washington, well they don’t own me."
66,1,1,Holt,proctor,00:18:33,"Your time is up, thank you. Senator Warren, you signed onto Bernie Sanders’ Medicare-for-all plan, and it would put essentially everybody on Medicare and then eliminate private plans that offers similar coverage. Is that the plan or path that you would pursue as president?"
67,1,1,Warren,candidate,00:18:51,"Yes, I’m with Bernie on Medicare-for-all, and let me tell you why. I’ve spend a big chunk of my life studying why families go broke, and one of the number one reasons is the cost of healthcare, medical bills. And that’s not just for people who don’t have insurance, it’s for people who have insurance. Look at the business model of an insurance company. It’s to bring in as many dollars as they can in premiums and pay out as few dollars as possible for your healthcare. That leaves families with rising premiums, rising copays, and fighting with insurance companies to try to get the healthcare that their doctors say that they and their children need."
68,1,1,Warren,candidate,00:19:33,"Medicare-for-all solves that problem. I understand there are a lot of politicians who say, “Oh, it’s just not possible. We just can’t do it. It’s… ” Have a lot of political reasons for this, what they’re really telling you is they just won’t fight for it. Well, healthcare is a basic human right and I will fight for basic human right [inaudible 00:19:54]."
69,1,1,Holt,proctor,00:19:57,"Congressman O’Rourke, when you ran for Senate, you also praised the bill that would replace private insurance. This year you’re saying you’re no longer sure. Can you explain why?"
70,1,1,O'Rourke,candidate,00:20:07,"My goal is to ensure that every American is well enough to live to their full potential because they have health care. In Laredo, Texas, I met a young man 27 years old, told me that he’d been to a doctor once in his life and on that visit he was told he had Diabetes, he was told he had Glaucoma, and he was told untreated because he doesn’t have health care, he’ll be dead before the age of 40."
71,1,1,O'Rourke,candidate,00:20:31,"So getting to guaranteed, high quality universal health care as quickly and surely as possible, has to be our goal. The ability to afford your prescriptions and go to a primary care provider. The ability to see a mental health care provider. In Texas, the single largest provider of mental healthcare services is the county jail system, today."
72,1,1,O'Rourke,candidate,00:20:52,"Health care also has to mean that every woman can make her own decisions about her own body and has access to the care that makes that possible. Our plan says, if you’re uninsured, we enroll you in medicare. If you’re insufficiently insured, you can’t afford your premiums, we enroll you in medicare. But if you’re a member of a union that negotiated for a healthcare plan that you like because it works for you and your family, you’re able to keep it. We preserve choice by making sure everybody has health care."
73,1,1,Holt,proctor,00:21:17,Your time is up congressman. But I do want to ask a follow-up on this just to be very clear. I’ll give you 10 seconds. Would you replace private insurance?
74,1,1,O'Rourke,candidate,00:21:24,No. I think the choice is fundamental to our ability to get everybody cared for.
75,1,1,de Blasio,candidate,00:21:28,"Hey, wait, wait. [crosstalk 00:21:29]. Private insurance is not working for tens of millions of Americans. When you talk about the copays, the deductibles, the premiums, the out of pocket expenses, it’s not working. How can you defend the system that’s not working?"
76,1,1,O'Rourke,candidate,00:21:38,"That’s right, so for those who’s not working they can choose medicare. For the [crosstalk 00:21:44] –"
77,1,1,de Blasio,candidate,00:21:44,You got to start by acknowledging the system is not working for people.
78,1,1,O'Rourke,candidate,00:21:47,They’re able to keep them.
79,1,1,de Blasio,candidate,00:21:48,Why are you defending private insurance [crosstalk 00:21:50] –
80,1,1,Delaney,candidate,00:21:50,"100 million Americans say they like their private health insurance, by the way. It should be noted that 100 million Americans… I think we should be the party that keeps what’s working and fixes what’s broken. Doesn’t that make sense? We should give everyone in this country, healthcare is a basic human right for free. But we should also give them the option to buy private insurance. Why do we have to stand for taking away something from people and also it’s bad policy if you go to every hospital in this country and you asked them one question which is, how would it have been for you last year if every one of your bills were paid at the medicare rate? Every single hospital administrator said they would close."
81,1,1,Delaney,candidate,00:22:32,"The Medicare-for-all bill requires payments to stay at current medicare rates. So to some extent we’re basically supporting a bill that will have every hospital closed. My dad was a union electrician, I actually grew up in a working class family. He loved the health care that the IBW gave him. I just always think about my dad at anything I would do, from a policy perspective. He’d look at me and he’d say, “Good job John, for getting healthcare for every American. But why are you taking my health care away?”"
82,1,1,Holt,proctor,00:23:00,"I’ve let this play a little bit because I’m fascinated to hear the daylight between you. Congresswoman Gabbard, will you weigh in here?"
83,1,1,Gabbard,candidate,00:23:05,"Yes. I think we’re talking about this in the wrong way. You’re talking about one bill over another bill. Really what we’re talking about is our objective. Making sure that every single sick American in this country is able to get the healthcare that they need. I believe Medicare-for-all is the way to do that. I also think that employers will recognize how much money will be saved by supporting a Medicare-for-all program. A program that will reduce the administrative costs, reduce the bureaucratic costs, and make sure that everyone gets that quality healthcare that they need."
84,1,1,Gabbard,candidate,00:23:38,"I also think if you look at other countries in the world who have universal healthcare, every one of them has form of a role of private insurance. I think that’s what we’ve got to look at, taking the best of these ideas, but making sure unequivocally that no sick American goes without getting the care that they need regardless of how much or little money they have in their pocket."
85,1,1,Holt,proctor,00:23:59,"Congresswoman, thanks. Let me turn to Senator Booker on this. Senator Booker, explain to me where you are. This is hugely important to people, so tell us where you are."
86,1,1,Booker,candidate,00:24:06,"I absolutely will. First of all, we’re talking about this as a healthcare issue, but in communities like mine, low income communities, this is an education issue because kids who don’t have health care are not going to succeed in school. It is an issue for jobs and employment because people who do not have good healthcare, do not succeed at work. It’s even a retirement issue because in my community, African Americans have a lower life expectancy because of poor health care, and so where I stand is very clear."
87,1,1,Booker,candidate,00:24:29,"Healthcare is not just a human right, it should be an American right, and I believe the best way to get there is Medicare-for-all but I have an urgency about this. When I am president of the United States, I’m not going to wait. We have to do the things immediately that are going to provide better care. And on this debate, I’m sorry. There are too many people profiteering off of the pain of people in America, from pharmaceutical companies to insurers."
88,1,1,Booker,candidate,00:24:54,"Literally the overhead for insurers that they charge is 15%, while medicare overhead is only at 2%. We can do this better, and every single day I’ll be fighting to give people more access and more affordable cost until we get to my goal, which is every American having health care."
89,1,1,Holt,proctor,00:25:11,"Your time is up Senator. I want to move back if I can, to congresswoman Gabbard."
90,1,1,Warren,candidate,00:25:12,"[crosstalk 00:25:12], and that is that the insurance companies last year alone, suck $23 billion in profits out of the healthcare system, $23 billion, and that doesn’t count the money that was paid to executives, the money that was spent lobbying Washington. We have a giant industry that wants our healthcare system to stay the way it is because it’s not working for families, but it’s sure as heck working for them. It’s time for us to make families come first."
91,1,1,Holt,proctor,00:25:47,Governor Inslee.
92,1,1,Inslee,candidate,00:25:47,"It should not be an option in United States of America for any insurance company to deny women coverage for their exercise of their right of choice. And I am the only candidate here who has passed a law protecting a woman’s right of reproductive health and health insurance, and I’m the only candidate who has passed a public option. I respect everybody’s goals and plans here, but we do have one candidate that has actually advanced the ball, and we got to have access for everyone. I’ve done it [crosstalk 00:26:22] –"
93,1,1,Holt,proctor,00:26:21,Your time is up Governor Inslee. [crosstalk 00:26:23] –
94,1,1,Holt,proctor,00:26:21,"I’m fascinated by this, Senator Klobuchar."
95,1,1,Klobuchar,candidate,00:26:29,"I just wanted to say there’s three women up here that have fought pretty hard for woman’s right to choose, I’ll start with that. And then I just want to make very clear, I think we share the goal of universal health care, and the idea I put out there, the public option, which the governor was just talking about, this idea is that you use medicare or medicaid without any insurance companies involved, you could do it either way. And the estimates are, 13 million people would see a reduction in their premiums, 12 more million people would get covered. So I think it is a beginning in the way you start and the way you move to universal healthcare."
96,1,1,Holt,proctor,00:27:07,"[crosstalk 00:27:07] Senator Castro, this one is for you. All of you on stage support a woman’s right to an abortion, you all support some version of a government healthcare option. Would your plan cover abortion Mr. Secretary?"
97,1,1,Castro,candidate,00:27:18,"Oh yes, it would. I don’t believe only in reproductive freedom, I believe in reproductive justice. What that means is, that just because a woman or… let’s also not forget someone in the trans community, a trans female, is poor, doesn’t mean they shouldn’t have the right to exercise that right to choose. And so I absolutely would cover the right to have an abortion. More than that, everybody in this crowd and watching at home knows that in our country today, a person’s right to choose is under assault in places like Missouri, in Alabama, in Georgia, I would appoint judges to the federal bench that understand the precedent of Roe v. Wade, and will respect it. And in addition to that, make sure that we fight hard as we transition our health care system to one where everybody can get and exercise that right."
98,1,1,Holt,proctor,00:28:14,"Senator Warren, would you put any limits on abortion?"
99,1,1,Warren,candidate,00:28:18,"I would make certain that every woman has access to the full range of reproductive health care services and that includes birth control, it includes abortion, it includes everything for a woman. And I want to add on that, it’s not enough for us to expect the courts to protect us. 47 years ago, Roe versus Wade was decided, and we’ve all looked to the courts all that time, as state after state has undermined Roe, has put in exceptions, has come right up to the edge of taking away protection."
100,1,1,Holt,proctor,00:28:53,Your time is up Senator.
101,1,1,Warren,candidate,00:28:53,We now have an America where most people support Roe versus Wade. We need to make that a federal law.
102,1,1,Holt,proctor,00:28:59,Thank you. Jose.
103,1,1,Diaz-Balart,proctor,00:29:00,"Lester, thank you."
104,1,1,Diaz-Balart,proctor,00:29:01,"Senator Booker, I want to kind of come back on a discussion we were having about health and the opioid crisis. You represent a state where 14 of the 20 largest pharmaceutical companies are based. Should the pharmaceutical companies that manufacture these drugs be held criminally liable for what they do?"
105,1,1,Booker,candidate,00:29:20,"They should absolutely be held criminally liable because they are liable and responsible. This is one of the reasons why, well, before I was running for president, I said I would not take contributions from pharma companies, not take contributions from corporate packs, or pharma executives, because they are part of this problem."
106,1,1,Booker,candidate,00:29:39,"This opioid addiction in our country, we in cities like mine have been seeing how we’ve tried to arrest our way out of addiction for too long. It is time that we have a national urgency to deal with this problem and make the solutions that are working to actually be the law of our land and make the pharmaceutical companies that are responsible help to pay for that."
107,1,1,Diaz-Balart,proctor,00:30:00,"Congressman O’Rourke, how would you deal with it?"
108,1,1,O'Rourke,candidate,00:30:03,"Tonight in this country, you have 2.3 million of our fellow Americans behind bars. It’s the largest prison population on the face of the planet. Many are there for nonviolent drug crimes, including possession of marijuana at a time that more than half the states have legalized it or decriminalized it, and yet, despite what Purdue Pharma has done, their connection to the opioid crisis and the overdose deaths that we’re seeing throughout this country, they’ve been able to act with complete impunity and pay no consequences, not a single night in jail."
109,1,1,O'Rourke,candidate,00:30:34,"Unless there’s accountability and justice, this crisis will continue. In my administration, we will hold them to account, we’ll make sure that they pay a price, and we will help those who’ve been victims of this malfeasance in this country get them treatment and long-term care."
110,1,1,Holt,proctor,00:30:47,"I know immigration is a lot in your minds here, and I want to talk about it. We’re going to talk about in a moment. We need to take a break. We’ll be back with more from Miami after this."
111,1,1,Holt,proctor,00:31:05,***Good evening everyone breaking news tonight [crosstalk 00:31:08] –
112,1,1,Speaker 14,Other,00:31:08,Lester Holt.
113,1,1,Holt,proctor,00:31:09,Reporting from here on the ground. We begin tonight with [crosstalk 00:31:11] –
114,1,1,Speaker 14,Other,00:31:11,In the story.
115,1,1,Holt,proctor,00:31:12,"It sounds like a jet airplane up there, but that is fire."
116,1,1,Speaker 14,Other,00:31:16,Asking the questions you would ask.
117,1,1,Holt,proctor,00:31:18,What’s it like flying into the hurricane zones?
118,1,1,Speaker 15,Other,00:31:20,I’ve never seen anything like it.
119,1,1,Speaker 14,Other,00:31:21,Giving the context you need.
120,1,1,Holt,proctor,00:31:23,Let’s talk about the Max. How do you convince some skittish passenger to get on this airplane?
121,1,1,Speaker 14,Other,00:31:27,Lester Holt.
122,1,1,Holt,proctor,00:31:27,We’ve met a lot of great people doing a lot of great things [crosstalk 00:31:30] –
123,1,1,Speaker 14,Other,00:31:30,The most trusted TV news anchor in America.
124,1,1,Holt,proctor,00:31:33,That’s Nightly News. I’m Lester Holt.
125,1,1,Speaker 16,Other,00:31:36,A very busy news day.
126,1,1,Speaker 17,Other,00:31:38,There’s high-stakes confrontation [crosstalk 00:31:40] –
127,1,1,Speaker 18,Other,00:31:40,That’s live to the border where our colleagues [crosstalk 00:31:42] –
128,1,1,Speaker 19,Other,00:31:42,Exclusive video you’ll only see [crosstalk 00:31:43] –
129,1,1,Speaker 20,Other,00:31:43,The country’s top intelligence officials testify [crosstalk 00:31:45] –
130,1,1,Speaker 16,Other,00:31:45,NBC News gets an exclusive look inside [crosstalk 00:31:47] –
131,1,1,Speaker 21,Other,00:31:47,Live here at the nations capital [crosstalk 00:31:49] –
132,1,1,Female,Other,00:31:48,There’s now an open investigation [crosstalk 00:31:50] –
133,1,1,Speaker 23,Other,00:31:50,Blockbuster new reporting today on [crosstalk 00:31:52] –
134,1,1,Male,Other,00:31:51,This is the deadliest school shooting.
135,1,1,Male,Other,00:31:53,The Supreme Court upheld the revised version of [crosstalk 00:31:55] –
136,1,1,Male,Other,00:31:55,This new report comes amid a staggering amount of news [crosstalk 00:31:58] –
137,1,1,Male,Other,00:31:57,Breaking news tonight exclusively here.
138,1,1,Female,Other,00:31:59,NBC News was first out with this scoop today [crosstalk 00:32:01] –
139,1,1,Male,Other,00:32:02,It’s been an extraordinary night watching [crosstalk 00:32:03] –
140,1,1,Speaker 14,Other,00:32:03,"So, a lot to talk about."
141,1,1,Male,Other,00:32:08,"Tomorrow, the first real test of the 2020 presidential race continues, with night two of the democratic candidates debate, Biden, Sanders, Buttigieg, Harris, battle it out with six others. Who will make the most of the moment? The first democratic debate moderated by Lester Holt, Savannah Guthrie, Jose Diaz-Balart, Chuck Todd, and Rachel Maddow. Tomorrow at nine eastern on NBC, MSNBC and Telemundo."
142,1,1,Diaz-Balart,proctor,00:32:45,"I want to turn to an issue that has been in the news, especially this week. There are undocumented children being held alone in detention. Even as close as Homestead, Florida, right here less than 30 miles from where we are tonight, fathers and mothers and children are dying while trying to enter the United States of America."
143,1,1,Diaz-Balart,proctor,00:33:16,"We saw that image today, it broke our hearts, and they had names. All scattered, Martinez and his 23 month old daughter Valeria died trying to cross the river to ask for asylum in this country. Last month, more than 130,000 migrants were apprehended to the southern border."
144,1,1,Diaz-Balart,proctor,00:33:37,"Secretary Castro, if you were president today, what would you specifically do?"
145,1,1,Castro,candidate,00:33:44,"Thank you very much, Jose. I’m very proud that in April I became the first candidate to put forward a comprehensive immigration plan and we saw those images. Watching that image of Oscar and his daughter, Valeria, is heartbreaking, it should also piss us all off."
